title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url,price_clean,area_clean,bedroom_clean,bathroom_clean,district,security_score,safety_score,cost_score,services_score,final_score
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",USD700,1 dormitorio,1 baño,50 m²,2014.0,S/.221,Apartamento,Alquiler,6 feb. 2023 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-e1-70648799a85f-217000ee-ba69-4f43,2590.0,50.0,1,1,MIRAFLORES,7.68,7.68,9.986,5.4,8.15
Apartamento en alquiler en Ur. Avitentel (Entel Peru),"Ur. Avitentel (Entel Peru), San Juan de Miraflores, Lima, Lima ","S/.1,500",3 dormitorios,2 baños,98 m²,2000.0,,Apartamento,Alquiler,"Hace 2 semanas, 15 horas - Publicado por JM HOME INMOBILIARIA",https://www.properati.com.pe/detalle/14032-32-f68b-e147f5ba34b5-f8dc033-9ac9-44a5,1500.0,98.0,3,2,SAN JUAN DE MIRAFLORES,6.62,6.62,9.995863210148924,7.54,8.15
Casa en alquiler en Ur. Las Palmas De Surco,"Ur. Las Palmas De Surco, Santiago de Surco, Lima, Lima ","S/.5,800",4 dormitorios,3 baños,274 m²,2000.0,,Casa,Alquiler,17 feb. 2023 - Publicado por Century 21 Expogroup,https://www.properati.com.pe/detalle/14032-32-ef33-f4f05270a1ed-9ac88a94-a804-3b5c,5800.0,274.0,4,3,SURCO,5.85,5.85,9.994278950483329,9.04,8.15
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, Santiago de Surco, Lima, Lima ","USD2,200",3 dormitorios,3 baños,300 m²,2014.0,S/.170,Apartamento,Alquiler,11 mar. 2023 - Publicado por ERICK FERNANDO REATEGUI VARGAS,https://www.properati.com.pe/detalle/14032-32-c06b-fb738b2ee363-26a151c0-aac3-120d,8140.0,300.0,3,3,SURCO,5.85,5.85,9.992666666666667,9.0,8.14
Apartamento en alquiler en Ur. Bella Luz,"Ur. Bella Luz, Santiago de Surco, Lima, Lima ","USD2,500",4 dormitorios,4 baños,217 m²,2000.0,,Apartamento,Alquiler,28 feb. 2023 - Publicado por Century 21 Premium,https://www.properati.com.pe/detalle/14032-32-b686-1d733af590b6-b7242cb8-a246-3de4,9250.0,217.0,4,4,SURCO,5.85,5.85,9.988479262672811,9.04,8.14
Apartamento en alquiler en Urbanización La Floresta,"Urbanización La Floresta, Los Olivos, Lima, Lima ","S/.2,100",4 dormitorios,3 baños,260 m²,2018.0,,Apartamento,Alquiler,15 mar. 2023 - Publicado por Remax Integrity,https://www.properati.com.pe/detalle/14032-32-d536-2feda0ed05e9-e00776f3-9f00-43d7,2100.0,260.0,4,3,LOS OLIVOS,5.48,5.48,9.997817047817048,9.76,8.14
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",USD900,1 dormitorio,1 baño,90 m²,2013.0,S/.500,Apartamento,Alquiler,23 mar. 2023 - Publicado por Verónica Arosemena,https://www.properati.com.pe/detalle/14032-32-2d6b-e4496cf1cfb0-fa8e6a23-b436-4c70,3330.0,90.0,1,1,MIRAFLORES,7.68,7.68,9.99,5.36,8.14
Casa en alquiler en Ur. Los Jazmines,"Ur. Los Jazmines, Santiago de Surco, Lima, Lima ","S/.7,800",5 dormitorios,4 baños,350 m²,1998.0,,Casa,Alquiler,"Hace 2 semanas, 1 día - Publicado por Auryn Corp",https://www.properati.com.pe/detalle/14032-32-aaae-648a26904306-a55b51ba-9efa-3107,7800.0,350.0,5,4,SURCO,5.85,5.85,9.993976833976834,8.96,8.13
Apartamento en alquiler en Ur. Cerros De Camacho,"Ur. Cerros De Camacho, Santiago de Surco, Lima, Lima ","USD2,300",3 dormitorios,3 baños,285 m²,2013.0,S/.900,Apartamento,Alquiler,17 mar. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-29c-6b5cd9882b35-c5a54cfa-a8ae-4cf0,8510.0,285.0,3,3,SURCO,5.85,5.85,9.991929824561403,8.96,8.13
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",USD750,1 dormitorio,1 baño,70 m²,2012.0,S/.420,Apartamento,Alquiler,6 dic. 2022 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-b22b-9168decfdefe-9693e428-874f-4d1d,2775.0,70.0,1,1,MIRAFLORES,7.68,7.68,9.989285714285714,5.32,8.13
Apartamento en alquiler en Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero),"Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero), Santiago de Surco, Lima, Lima ","USD1,200",3 dormitorios,3 baños,148 m²,2012.0,S/.455,Apartamento,Alquiler,15 mar. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-d458-f5b9c85f260a-797bd2c7-a879-4f48,4440.0,148.0,3,3,SURCO,5.85,5.85,9.991891891891893,8.92,8.12
Apartamento en alquiler en Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero),"Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero), Santiago de Surco, Lima, Lima ","USD1,100",3 dormitorios,3 baños,165 m²,2012.0,S/.520,Apartamento,Alquiler,7 feb. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-6686-d14e38a7960f-511d3214-b40d-48a8,4070.0,165.0,3,3,SURCO,5.85,5.85,9.993333333333332,8.92,8.12
Apartamento en alquiler en Ur. Valle Hermoso Residencial Etapa Ii,"Ur. Valle Hermoso Residencial Etapa Ii, Santiago de Surco, Lima, Lima ","USD1,400",3 dormitorios,3 baños,300 m²,2010.0,S/.480,Apartamento,Alquiler,17 feb. 2023 - Publicado por COLUMBUS INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-8a8a-37ccd979c701-c92c721d-83dc-4073,5180.0,300.0,3,3,SURCO,5.85,5.85,9.995333333333335,8.84,8.11
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",USD600,1 dormitorio,1 baño,72 m²,2008.0,S/.180,Apartamento,Alquiler,24 mar. 2023 - Publicado por Maria Elena Bedoya,https://www.properati.com.pe/detalle/14032-32-2ff-af96e6125dc7-acbb3d09-95d9-419d,2220.0,72.0,1,1,MIRAFLORES,7.68,7.68,9.991666666666667,5.16,8.1
Apartamento en alquiler en Ur. Valle Hermoso Oeste,"Ur. Valle Hermoso Oeste, Santiago de Surco, Lima, Lima ","USD1,250",3 dormitorios,3 baños,166 m²,2010.0,,Apartamento,Alquiler,28 feb. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-6728-9ae20305443a-efd967ef-bd8f-47ac,4625.0,166.0,3,3,SURCO,5.85,5.85,9.992469879518072,8.84,8.1
Apartamento en alquiler en Surco,"Surco, Santiago De Surco, Lima, Lima ","USD1,250",3 dormitorios,3 baños,150 m²,2010.0,S/.600,Apartamento,Alquiler,10 ene. 2023 - Publicado por Century 21 Horizonte,https://www.properati.com.pe/detalle/14032-32-fc6f-65a3aade433-608d0dca-8d68-4482,4625.0,150.0,3,3,SURCO,5.85,5.85,9.991666666666667,8.84,8.1
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","S/.2,200",1 dormitorio,1 baño,55 m²,2008.0,S/.180,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por Central Propiedades",https://www.properati.com.pe/detalle/14032-32-85a7-b3c861d3a2b7-927fe6c4-bf75-4f73,2200.0,55.0,1,1,MIRAFLORES,7.68,7.68,9.98918918918919,5.16,8.1
Casa en alquiler en Ur. Valle Hermoso Este,"Ur. Valle Hermoso Este, Santiago de Surco, Lima, Lima ","USD1,900",4 dormitorios,3 baños,280 m²,1993.0,,Casa,Alquiler,"Hace 2 semanas, 4 días - Publicado por SPACIO GRUPO INMOBILIARIO S.A.C",https://www.properati.com.pe/detalle/14032-32-646a-7cf8e73d21d3-87a59781-af76-4e28,7030.0,280.0,4,3,SURCO,5.85,5.85,9.993214285714286,8.76,8.09
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ","S/.2,400",2 dormitorios,1 baño,47 m²,1983.0,,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Remax Plaza",https://www.properati.com.pe/detalle/14032-32-d8b6-6c80332ca53b-2894374f-8b56-43c9,2400.0,47.0,2,1,MIRAFLORES,7.68,7.68,9.98619896492237,5.0600000000000005,8.08
Apartamento en alquiler en Ur. Las Magnolias,"Ur. Las Magnolias, Santiago de Surco, Lima, Lima ",USD750,3 dormitorios,3 baños,121 m²,2007.0,S/.160,Apartamento,Alquiler,5 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-6233-d395937c0e17-42b066e9-a76c-4f91,2775.0,121.0,3,3,SURCO,5.85,5.85,9.993801652892563,8.719999999999999,8.08
Casa en alquiler en Surco,"Surco, Santiago De Surco, Lima, Lima ","USD1,800",4 dormitorios,3 baños,260 m²,1990.0,S/.700,Casa,Alquiler,24 ene. 2023 - Publicado por Romero Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-9c49-27fdfbcb8fc8-354b4190-a590-120d,6660.0,260.0,4,3,SURCO,5.85,5.85,9.993076923076924,8.64,8.07
Casa en alquiler en Ur. Huertos De San Antonio,"Ur. Huertos De San Antonio, Santiago de Surco, Lima, Lima ","USD1,550",4 dormitorios,4 baños,220 m²,1991.0,S/.200,Casa,Alquiler,13 mar. 2023 - Publicado por IRIS JOYA - PROPIEDADES,https://www.properati.com.pe/detalle/14032-32-47ee-63a19ce7ac76-a03d9e14-ad8c-4bde,5735.0,220.0,4,4,SURCO,5.85,5.85,9.992954545454545,8.68,8.07
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","S/.2,200",1 dormitorio,1 baño,45 m²,2002.0,S/.150,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por Remax Inmuebles",https://www.properati.com.pe/detalle/14032-32-a84e-e69a3681355c-ae4ac21f-9cdf-402c,2200.0,45.0,1,1,MIRAFLORES,7.68,7.68,9.986786786786787,4.92,8.05
Apartamento en alquiler en Ur. El Cortijo Etapa I,"Ur. El Cortijo Etapa I, Santiago de Surco, Lima, Lima ","USD1,150",3 dormitorios,3 baños,145 m²,2003.0,S/.150,Apartamento,Alquiler,9 feb. 2023 - Publicado por RE/MAX Principal pe,https://www.properati.com.pe/detalle/14032-32-2a12-919ff3f1a334-b6ecd00c-a9b1-4c4a,4255.0,145.0,3,3,SURCO,5.85,5.85,9.992068965517241,8.559999999999999,8.05
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",USD630,1 dormitorio,1 baño,60 m²,2000.0,S/.290,Apartamento,Alquiler,26 mar. 2023 - Publicado por RUIZ BAGLIETTO TERESA ENRIQUETA,https://www.properati.com.pe/detalle/14032-32-6a3a-4fcbd024845f-93c5c692-8ab1-42b9,2331.0,60.0,1,1,MIRAFLORES,7.68,7.68,9.9895,4.84,8.04
Apartamento en alquiler en Ur. Santo Domingo V Etapa,"Ur. Santo Domingo V Etapa, Carabayllo, Lima, Lima ",S/.700,2 dormitorios,1 baño,55 m²,2015.0,,Apartamento,Alquiler,12 dic. 2022 - Publicado por Encontré tu Hogar,https://www.properati.com.pe/detalle/14032-32-7a01-572f2f094233-1d7a7320-af31-120d,700.0,55.0,2,1,CARABAYLLO,6.94,6.94,9.996560196560196,6.34,8.04
Apartamento en alquiler en Ur. Humboldt,"Ur. Humboldt, Miraflores, Lima, Lima ",USD500,1 dormitorio,1 baño,50 m²,2000.0,S/.150,Apartamento,Alquiler,"Hace 3 semanas, 17 horas - Publicado por RE/MAX POWER EXPO",https://www.properati.com.pe/detalle/14032-32-fac2-33d4d499732c-f2e46e77-9d0e-47fa,1850.0,50.0,1,1,MIRAFLORES,7.68,7.68,9.99,4.84,8.04
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD75,1 dormitorio,1 baño,50 m²,2000.0,,Apartamento,Alquiler,1 oct. 2021 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-448b-7aaf84024e31-13b91dc6-9b53-4ce6,277.5,50.0,1,1,MIRAFLORES,7.68,7.68,9.9985,4.84,8.04
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD690,1 dormitorio,1 baño,60 m²,2000.0,S/.235,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por Isotta Lima Space",https://www.properati.com.pe/detalle/14032-32-7e95-45689f895be5-94fdb2f9-aa1a-417e,2553.0,60.0,1,1,MIRAFLORES,7.68,7.68,9.9885,4.84,8.04
Apartamento en alquiler en Ur. Los Jazmines,"Ur. Los Jazmines, Santiago de Surco, Lima, Lima ",USD800,3 dormitorios,3 baños,170 m²,2000.0,S/.280,Apartamento,Alquiler,20 oct. 2022 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-688b-1375a15a8fcd-ecd54b3a-bd38-403d,2960.0,170.0,3,3,SURCO,5.85,5.85,9.99529411764706,8.44,8.03
Casa en alquiler en Ur. Los Granados,"Ur. Los Granados, Santiago de Surco, Lima, Lima ","USD3,000",4 dormitorios,2 baños,486 m²,2000.0,S/.1,Casa,Alquiler,15 mar. 2023 - Publicado por RE/MAX Lider-Luis Lancho Navas,https://www.properati.com.pe/detalle/14032-32-b1b9-bef066921586-e368ac1-aba5-4827,11100.0,486.0,4,2,SURCO,5.85,5.85,9.993827160493826,8.44,8.03
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",S/.999,1 dormitorio,1 baño,20 m²,2000.0,S/.55,Apartamento,Alquiler,3 ene. 2023 - Publicado por Grupo Lehmans INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-857b-6f145cf6b42c-b6f5249-992f-46e1,999.0,20.0,1,1,MIRAFLORES,7.68,7.68,9.9865,4.84,8.03
Apartamento en alquiler en Ur. Valle Hermoso Oeste,"Ur. Valle Hermoso Oeste, Santiago de Surco, Lima, Lima ","USD1,400",3 dormitorios,3 baños,200 m²,2000.0,S/.630,Apartamento,Alquiler,27 feb. 2023 - Publicado por Rocío Mazzetti,https://www.properati.com.pe/detalle/14032-32-ad5a-df72fccaf31d-79f1a330-97c2-4965,5180.0,200.0,3,3,SURCO,5.85,5.85,9.993,8.44,8.03
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",S/.999,1 dormitorio,1 baño,20 m²,2000.0,,Apartamento,Alquiler,4 ene. 2023 - Publicado por DAVID LEYVA HERNANDEZ,https://www.properati.com.pe/detalle/14032-32-5a9a-c9bfc6fe70d0-7c77f93e-91a9-3a21,999.0,20.0,1,1,MIRAFLORES,7.68,7.68,9.9865,4.84,8.03
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",USD750,1 dormitorio,1 baño,48 m²,2000.0,S/.210,Apartamento,Alquiler,14 ene. 2023 - Publicado por PERU LUXURY PROPERTIES,https://www.properati.com.pe/detalle/14032-32-3c7d-11ede081c755-6729cdac-b046-49b3,2775.0,48.0,1,1,MIRAFLORES,7.68,7.68,9.984375,4.84,8.03
Apartamento en alquiler en Ur. Valle Hermoso Oeste,"Ur. Valle Hermoso Oeste, Santiago de Surco, Lima, Lima ","USD2,500",3 dormitorios,3 baños,367 m²,2000.0,"S/.1,000",Apartamento,Alquiler,12 ene. 2023 - Publicado por NG Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-9cab-5054790b7a50-cee02294-9cba-488d,9250.0,367.0,3,3,SURCO,5.85,5.85,9.993188010899182,8.44,8.03
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",USD800,1 dormitorio,1 baño,58 m²,2000.0,S/.450,Apartamento,Alquiler,2 feb. 2023 - Publicado por Bricks Consultores Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-5e27-11fd7c388e5d-127af30f-99c6-4cf5,2960.0,58.0,1,1,MIRAFLORES,7.68,7.68,9.986206896551725,4.84,8.03
Apartamento en alquiler en Ur. El Vivero,"Ur. El Vivero, Santiago de Surco, Lima, Lima ","S/.3,100",3 dormitorios,3 baños,105 m²,2000.0,,Apartamento,Alquiler,"Hace 2 semanas, 23 horas - Publicado por Century 21 Ambassador",https://www.properati.com.pe/detalle/14032-32-2857-fad090d91150-d5274f07-a500-343a,3100.0,105.0,3,3,SURCO,5.85,5.85,9.992020592020591,8.44,8.02
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD550,1 dormitorio,1 baño,50 m²,1998.0,S/.220,Apartamento,Alquiler,10 ene. 2023 - Publicado por SEYFARTH PROPIEDADES,https://www.properati.com.pe/detalle/14032-32-3bd8-96d63fb96430-4d4fff13-a681-4ef5,2035.0,50.0,1,1,MIRAFLORES,7.68,7.68,9.989,4.76,8.02
Apartamento en alquiler en Ur. Residencial La Libertad,"Ur. Residencial La Libertad, Santiago de Surco, Lima, Lima ","S/.2,200",3 dormitorios,2 baños,80 m²,2022.0,S/.250,Apartamento,Alquiler,16 mar. 2023 - Publicado por Marina Alegría Velásquez,https://www.properati.com.pe/detalle/14032-32-5ad9-433987741078-f51b46e7-b06c-4e9c,2200.0,80.0,3,2,SURCO,5.85,5.85,9.992567567567567,8.42,8.02
Casa en alquiler en Ur. Micaela Bastidas,"Ur. Micaela Bastidas, Los Olivos, Lima, Lima ","USD3,800",5 dormitorios,5 baños,540 m²,2002.0,,Casa,Alquiler,7 feb. 2023 - Publicado por Remax Plaza,https://www.properati.com.pe/detalle/14032-32-c77b-a1c3e6fce978-bbb3fff3-a727-46ec,14060.0,540.0,5,5,LOS OLIVOS,5.48,5.48,9.992962962962963,9.120000000000001,8.01
Apartamento en alquiler en Ur. Rosario De Villa,"Ur. Rosario De Villa, Chorrillos, Lima, Lima ","S/.1,800",1 dormitorio,1 baño,59 m²,2023.0,S/.20,Apartamento,Alquiler,16 feb. 2023 - Publicado por INMOBILIARIA INTERNACIONAL DEL PERU,https://www.properati.com.pe/detalle/14032-32-69a8-d1c01a1596ff-66396271-af93-4d3c,1800.0,59.0,1,1,CHORRILLOS,7.07,7.07,9.991754466330738,5.76,7.98
Apartamento en alquiler en Ur. Prolongacion Benavides,"Ur. Prolongacion Benavides, Santiago de Surco, Lima, Lima ","S/.2,000",3 dormitorios,2 baños,100 m²,2017.0,,Apartamento,Alquiler,27 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-d112-23c6e3db1a68-c9e24ce1-8464-4756,2000.0,100.0,3,2,SURCO,5.85,5.85,9.994594594594595,8.219999999999999,7.98
Apartamento en alquiler en Ur. Huacrachuco,"Ur. Huacrachuco, Chorrillos, Lima, Lima ",USD400,1 dormitorio,1 baño,40 m²,2022.0,,Apartamento,Alquiler,7 mar. 2023 - Publicado por INMOBILIARIA INTERNACIONAL DEL PERU,https://www.properati.com.pe/detalle/14032-32-3fc3-a457482f39f2-59b0fc53-a20b-48b3,1480.0,40.0,1,1,CHORRILLOS,7.07,7.07,9.99,5.720000000000001,7.97
Apartamento en alquiler en Ur. Casuarinas Sur,"Ur. Casuarinas Sur, Santiago de Surco, Lima, Lima ",USD750,3 dormitorios,2 baños,115 m²,2014.0,S/.500,Apartamento,Alquiler,20 feb. 2023 - Publicado por CARLA EMPERATRIZ NEIRA SILVA,https://www.properati.com.pe/detalle/14032-32-2b70-ff10afbd4727-f97d71ef-ba37-45f7,2775.0,115.0,3,2,SURCO,5.85,5.85,9.993478260869566,8.1,7.96
Apartamento en alquiler en Ur. Los Rosales Ampliacion Etapa Ii,"Ur. Los Rosales Ampliacion Etapa Ii, Santiago de Surco, Lima, Lima ","S/.2,300",3 dormitorios,3 baños,118 m²,1992.0,S/.120,Apartamento,Alquiler,15 nov. 2022 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-87ad-16c6cc206928-bb9b2616-87a3-4489,2300.0,118.0,3,3,SURCO,5.85,5.85,9.994732020155748,8.12,7.96
Apartamento en alquiler en Hu. Club Arabe,"Hu. Club Arabe, Santiago de Surco, Lima, Lima ","USD1,600",3 dormitorios,2 baños,150 m²,2012.0,S/.650,Apartamento,Alquiler,27 dic. 2022 - Publicado por Ccasa Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-185b-e1afbf14c631-f883f770-b93b-4a3a,5920.0,150.0,3,2,SURCO,5.85,5.85,9.989333333333333,8.02,7.94
Apartamento en alquiler en Ur. Valle Hermoso Este,"Ur. Valle Hermoso Este, Santiago de Surco, Lima, Lima ","S/.2,700",3 dormitorios,3 baños,90 m²,1988.0,S/.110,Apartamento,Alquiler,"Hace 2 semanas, 22 horas - Publicado por Boris Bobbio Stihl",https://www.properati.com.pe/detalle/14032-32-3c93-c38c986cab18-224bf99-b7d7-4b26,2700.0,90.0,3,3,SURCO,5.85,5.85,9.991891891891893,7.96,7.93
Apartamento en alquiler en Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero),"Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero), Santiago de Surco, Lima, Lima ","USD1,200",3 dormitorios,2 baños,150 m²,2010.0,S/.450,Apartamento,Alquiler,16 mar. 2023 - Publicado por SUCASA GRUPO INMOBILIARIO,https://www.properati.com.pe/detalle/14032-32-1952-58223c36a5cc-852c91d5-a1a1-46e3,4440.0,150.0,3,2,SURCO,5.85,5.85,9.991999999999999,7.9399999999999995,7.92
Apartamento en alquiler en Ur. Valle Hermoso Oeste,"Ur. Valle Hermoso Oeste, Santiago de Surco, Lima, Lima ","USD1,200",3 dormitorios,2 baños,133 m²,2010.0,S/.572,Apartamento,Alquiler,12 abr. 2022 - Publicado por Silvia Seminario Agurto,https://www.properati.com.pe/detalle/14032-32-ace8-fc3916c3704f-8c744627-b9e2-428e,4440.0,133.0,3,2,SURCO,5.85,5.85,9.990977443609022,7.9399999999999995,7.92
Apartamento en alquiler en Ur. San Idelfonso Del Vivero,"Ur. San Idelfonso Del Vivero, Santiago de Surco, Lima, Lima ","USD1,100",3 dormitorios,2 baños,118 m²,2009.0,S/.450,Apartamento,Alquiler,3 mar. 2023 - Publicado por Inmobiliaria Casella,https://www.properati.com.pe/detalle/14032-32-553e-817f41e9ed86-a212aceb-bc48-435c,4070.0,118.0,3,2,SURCO,5.85,5.85,9.990677966101696,7.9,7.92
Apartamento en alquiler en Ur. Prolongacion Benavides,"Ur. Prolongacion Benavides, Santiago de Surco, Lima, Lima ","S/.2,000",3 dormitorios,2 baños,75 m²,2008.0,,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por Remax Integrity",https://www.properati.com.pe/detalle/14032-32-effb-668b90a486c6-1088c5eb-8c03-4afe,2000.0,75.0,3,2,SURCO,5.85,5.85,9.992792792792793,7.86,7.91
Apartamento en alquiler en Ur. Santa Laura,"Ur. Santa Laura, Chorrillos, Lima, Lima ","S/.1,600",1 dormitorio,1 baño,37 m²,2015.0,S/.150,Apartamento,Alquiler,16 mar. 2023 - Publicado por MARY E. DELGADO ABANTO,https://www.properati.com.pe/detalle/14032-32-f587-a85c770d87db-d7e3eb0d-93f3-46ab,1600.0,37.0,1,1,CHORRILLOS,7.07,7.07,9.988312636961286,5.4399999999999995,7.91
Apartamento en alquiler en Ur. Valle Hermoso Residencial (San Demetrio De Monterrico),"Ur. Valle Hermoso Residencial (San Demetrio De Monterrico), Santiago de Surco, Lima, Lima ","USD1,000",3 dormitorios,2 baños,145 m²,2008.0,S/.1,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por CCE REALTOR - #CierraConEva",https://www.properati.com.pe/detalle/14032-32-c7ad-b92d111f57b6-86d567db-ba6b-4469,3700.0,145.0,3,2,SURCO,5.85,5.85,9.993103448275862,7.86,7.91
Habitación en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ","S/.1,200",1 dormitorio,1 baño,17 m²,2.0,S/.1,Habitación,Alquiler,8 feb. 2023 - Publicado por TU HOGAR Y BIENESTAR,https://www.properati.com.pe/detalle/14032-32-6053-2e05b27977fb-c5ea22f1-9368-501e,1200.0,17.0,1,1,SAN BORJA,8.86,8.86,9.980922098569158,1.7999999999999998,7.9
Apartamento en alquiler en Ur. La Virreyna,"Ur. La Virreyna, Santiago de Surco, Lima, Lima ","S/.2,300",2 dormitorios,3 baños,110 m²,2007.0,S/.1,Apartamento,Alquiler,31 dic. 2022 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-3328-b6d4509e59c1-2a07ba79-8825-4346,2300.0,110.0,2,3,SURCO,5.85,5.85,9.994348894348894,7.82,7.9
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","S/.1,500",1 dormitorio,1 baño,42 m²,1983.0,,Apartamento,Alquiler,27 feb. 2023 - Publicado por Remax Alliance,https://www.properati.com.pe/detalle/14032-32-1f6a-85a6bb7ae8f3-128f1e92-975e-4e85,1500.0,42.0,1,1,MIRAFLORES,7.68,7.68,9.99034749034749,4.16,7.9
Habitación en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ","S/.1,100",1 dormitorio,1 baño,12 m²,2.0,S/.1,Habitación,Alquiler,8 feb. 2023 - Publicado por TU HOGAR Y BIENESTAR,https://www.properati.com.pe/detalle/14032-32-9899-e8e19d308ef5-ee4727c4-bb85-4abb,1100.0,12.0,1,1,SAN BORJA,8.86,8.86,9.975225225225225,1.7999999999999998,7.89
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,300",2 dormitorios,2 baños,1 Medio baño,2000.0,,Apartamento,Alquiler,7 mar. 2023 - Publicado por María Ximena Velarde Jara,https://www.properati.com.pe/detalle/14032-32-71b4-d93291f8b457-1f454a50-9520-3358,4810.0,1.0,2,2,MIRAFLORES,7.68,7.68,8.7,6.64,7.88
Habitación en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ","S/.1,350",1 dormitorio,1 baño,20 m²,1980.0,S/.100,Habitación,Alquiler,24 mar. 2023 - Publicado por Perfect Places,https://www.properati.com.pe/detalle/14032-32-2731-3481bb9c5031-191b6863-b663-4db0,1350.0,20.0,1,1,MIRAFLORES,7.68,7.68,9.981756756756756,4.04,7.87
Casa en alquiler en Ur. Los Portales Del Naranjal,"Ur. Los Portales Del Naranjal, San Martín de Porres, Lima, Lima ","S/.6,000",12 dormitorios,7 baños,209 m²,2012.0,S/.1,Casa,Alquiler,20 mar. 2023 - Publicado por Navega Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-4d32-cafe545b1eda-f0a325ac-a319-4754,6000.0,209.0,12,7,SAN MARTIN DE PORRES,4.93,4.93,9.992241044872625,9.52,7.87
