title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url,price_clean,area_clean,bedroom_clean,bathroom_clean,district,security_score,safety_score,cost_score,services_score,final_score
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,700",4 dormitorios,4 baños,210 m²,2005.0,,Apartamento,Alquiler,21 mar. 2023 - Publicado por Josh Vega,https://www.properati.com.pe/detalle/14032-32-c81f-55a286ca5677-97757aa0-8391-120d,6290.0,210.0,4,4,MIRAFLORES,7.68,7.68,9.991904761904761,9.24,8.92
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","USD1,000",2 dormitorios,4 baños,150 m²,2020.0,S/.650,Apartamento,Alquiler,"Hace 1 semana, 4 días - Publicado por TU HOGAR Y BIENESTAR",https://www.properati.com.pe/detalle/14032-32-1a25-4f6cbbb4f88-713b911c-880d-4e3a,3700.0,150.0,2,4,MIRAFLORES,7.68,7.68,9.993333333333332,9.239999999999998,8.92
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",USD990,2 dormitorios,4 baños,126 m²,2021.0,S/.450,Apartamento,Alquiler,"Hace 1 semana, 3 días - Publicado por GNS Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-70b5-7a05466b7a0d-6cf6709-8f1b-3aac,3663.0,126.0,2,4,MIRAFLORES,7.68,7.68,9.992142857142857,9.28,8.92
Apartamento en alquiler en Ur. Pedregal De Higuereta(San Atanacio De Pedregal),"Ur. Pedregal De Higuereta(San Atanacio De Pedregal), Surquillo, Lima, Lima ","S/.2,600",2 dormitorios,2 baños,72 m²,2005.0,S/.100,Apartamento,Alquiler,"Hace 3 semanas, 1 hora - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-c2ac-e0970ba1a14-259df03a-bea4-4bf6,2600.0,72.0,2,2,SURQUILLO,8.9,8.9,9.99024024024024,6.84,8.92
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,000",3 dormitorios,3 baños,120 m²,2019.0,S/.450,Apartamento,Alquiler,24 ene. 2023 - Publicado por  INMOBILIARIA TUCASA A1 PERU,https://www.properati.com.pe/detalle/14032-32-1027-6e637ab2439a-f3786c9e-9874-44f3,3700.0,120.0,3,3,MIRAFLORES,7.68,7.68,9.991666666666667,9.2,8.91
Apartamento en alquiler en Ah. Nuevo Lurin Iv Etapa,"Ah. Nuevo Lurin Iv Etapa, Lurin, Lima, Lima ","S/.1,350",2 dormitorios,1 baño,60 m²,2016.0,,Apartamento,Alquiler,21 mar. 2023 - Publicado por REMAX CENTENARIO,https://www.properati.com.pe/detalle/14032-32-6767-e5e67f175a22-96e2af59-9b32-4b79,1350.0,60.0,2,1,LURIN,9.08,9.08,9.993918918918919,6.380000000000001,8.91
Apartamento en alquiler en Ur. Santa Rosa,"Ur. Santa Rosa, San Isidro, Lima, Lima ","USD1,090",3 dormitorios,2 baños,168 m²,1983.0,S/.500,Apartamento,Alquiler,1 dic. 2022 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-16aa-d48ba4ac7a24-84b3b7c0-944d-4727,4033.0,168.0,3,2,SAN ISIDRO,8.86,8.86,9.993511904761904,6.86,8.91
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,250",4 dormitorios,3 baños,200 m²,2003.0,S/.600,Apartamento,Alquiler,17 mar. 2023 - Publicado por Manoj Punjabi - Inmobiliaria Mi Casa Soñada ,https://www.properati.com.pe/detalle/14032-32-7982-1bc73fa8cbee-eaab3740-b652-45ed,4625.0,200.0,4,3,MIRAFLORES,7.68,7.68,9.99375,9.16,8.9
Apartamento en alquiler en Ur. Limatambo,"Ur. Limatambo, Surquillo, Lima, Lima ","S/.2,000",2 dormitorios,2 baños,76 m²,2000.0,S/.300,Apartamento,Alquiler,22 mar. 2023 - Publicado por REMAX FUTURA,https://www.properati.com.pe/detalle/14032-32-1947-16e67d3ff413-c822b56c-9d34-4277,2000.0,76.0,2,2,SURQUILLO,8.9,8.9,9.992887624466572,6.64,8.89
Apartamento en alquiler en Re. Las Camelias,"Re. Las Camelias, San Borja, Lima, Lima ",USD700,3 dormitorios,2 baños,110 m²,1980.0,S/.180,Apartamento,Alquiler,9 mar. 2023 - Publicado por Acceso Bienes Raices,https://www.properati.com.pe/detalle/14032-32-bee4-d38fa3002692-c6c39fb0-b39b-120d,2590.0,110.0,3,2,SAN BORJA,8.86,8.86,9.993636363636364,6.74,8.89
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD2,500",3 dormitorios,3 baños,100 m²,2018.0,S/.1,Apartamento,Alquiler,23 dic. 2022 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-dfda-e3c586049dfd-25a011bd-83ee-484a,9250.0,100.0,3,3,MIRAFLORES,7.68,7.68,9.975000000000001,9.16,8.89
Apartamento en alquiler en Ur. Santa Monica,"Ur. Santa Monica, San Isidro, Lima, Lima ","USD1,650",3 dormitorios,2 baños,180 m²,1980.0,S/.748,Apartamento,Alquiler,27 feb. 2023 - Publicado por Corretaje Pelusa,https://www.properati.com.pe/detalle/14032-32-db71-376b3a4a66c7-3900e72c-9521-4daf,6105.0,180.0,3,2,SAN ISIDRO,8.86,8.86,9.990833333333333,6.74,8.89
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD1,600",3 dormitorios,3 baños,130 m²,2015.0,S/.500,Apartamento,Alquiler,6 dic. 2022 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-3909-14cb2fbfe009-14e63763-8877-4050,5920.0,130.0,3,3,MIRAFLORES,7.68,7.68,9.987692307692308,9.04,8.88
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ",USD550,2 dormitorios,1 baño,62 m²,2008.0,S/.180,Apartamento,Alquiler,16 feb. 2023 - Publicado por Inmoba Peru SAC,https://www.properati.com.pe/detalle/14032-32-66f-1b9cb52d3179-be2b6645-9397-4944,2035.0,62.0,2,1,BARRANCO,9.17,9.17,9.991129032258065,6.0600000000000005,8.88
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","USD1,900",3 dormitorios,3 baños,195 m²,2016.0,S/.900,Apartamento,Alquiler,12 abr. 2022 - Publicado por Silvia Seminario Agurto,https://www.properati.com.pe/detalle/14032-32-ce0c-96f8a62c821e-5e00420e-bd3e-4fc5,7030.0,195.0,3,3,MIRAFLORES,7.68,7.68,9.99025641025641,9.08,8.88
Apartamento en alquiler en Ur. El Rosal,"Ur. El Rosal, Miraflores, Lima, Lima ","USD1,150",4 dormitorios,5 baños,165 m²,2000.0,S/.400,Apartamento,Alquiler,20 feb. 2023 - Publicado por Madeleine Beltran,https://www.properati.com.pe/detalle/14032-32-ec4c-e1f3d0220fd1-d78d5ab5-8826-4b21,4255.0,165.0,4,5,MIRAFLORES,7.68,7.68,9.993030303030302,9.04,8.88
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ",USD600,2 dormitorios,1 baño,62 m²,2008.0,S/.180,Apartamento,Alquiler,16 feb. 2023 - Publicado por Inmoba Peru SAC,https://www.properati.com.pe/detalle/14032-32-3f3d-f2bebcd48f92-c0a2bb8-9d92-4487,2220.0,62.0,2,1,BARRANCO,9.17,9.17,9.990322580645161,6.0600000000000005,8.88
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,250",3 dormitorios,4 baños,160 m²,2000.0,,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por RE/MAX Principal pe",https://www.properati.com.pe/detalle/14032-32-9427-47a008ff101e-85e541a9-8ff4-3e7b,4625.0,160.0,3,4,MIRAFLORES,7.68,7.68,9.9921875,9.04,8.88
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD2,100",3 dormitorios,4 baños,246 m²,2000.0,"S/.1,550",Apartamento,Alquiler,16 feb. 2023 - Publicado por Rafael Reyes Martel,https://www.properati.com.pe/detalle/14032-32-9f24-26f469ea761b-25a290cf-ad7e-4a0d,7770.0,246.0,3,4,MIRAFLORES,7.68,7.68,9.991463414634147,9.04,8.88
Apartamento en alquiler en Ur. El Rosal,"Ur. El Rosal, Miraflores, Lima, Lima ","USD1,150",4 dormitorios,5 baños,165 m²,2000.0,S/.400,Apartamento,Alquiler,16 feb. 2023 - Publicado por Madeleine Beltran,https://www.properati.com.pe/detalle/14032-32-880f-cadbfdf6f736-8f5b0135-916d-41df,4255.0,165.0,4,5,MIRAFLORES,7.68,7.68,9.993030303030302,9.04,8.88
Apartamento en alquiler en As. Los Rosales,"As. Los Rosales, La Molina, Lima, Lima ","S/.2,000",3 dormitorios,1 baño,78 m²,2003.0,S/.120,Apartamento,Alquiler,17 mar. 2023 - Publicado por Vania Rodríguez Bustamante,https://www.properati.com.pe/detalle/14032-32-b2dc-5d463da1e347-bd44e712-a320-420e,2000.0,78.0,3,1,LA MOLINA,8.83,8.83,9.993069993069993,6.76,8.88
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","S/.2,900",4 dormitorios,3 baños,120 m²,2000.0,,Apartamento,Alquiler,25 dic. 2022 - Publicado por RealWasi Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-84c1-abdc53fec0e4-d798cd90-9e1b-120d,2900.0,120.0,4,3,MIRAFLORES,7.68,7.68,9.993468468468468,9.04,8.88
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ",USD650,2 dormitorios,2 baños,60 m²,2000.0,S/.250,Apartamento,Alquiler,16 mar. 2023 - Publicado por Lien Hub Inmobiliario,https://www.properati.com.pe/detalle/14032-32-878b-543a5f2e66a8-e680c195-9e6d-4d2e,2405.0,60.0,2,2,SAN BORJA,8.86,8.86,9.989166666666666,6.64,8.87
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ","USD1,400",2 dormitorios,2 baños,191 m²,2000.0,S/.500,Apartamento,Alquiler,8 feb. 2023 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-951-68e3a4440cac-7a685b7c-9b11-4b75,5180.0,191.0,2,2,SAN ISIDRO,8.86,8.86,9.992670157068064,6.64,8.87
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ","S/.3,000",2 dormitorios,2 baños,108 m²,2000.0,S/.350,Apartamento,Alquiler,2 feb. 2023 - Publicado por Verónica Frida Dávila Herrera,https://www.properati.com.pe/detalle/14032-32-9e7-fa8dba76edc2-e1c9de04-85b4-485c,3000.0,108.0,2,2,SAN BORJA,8.86,8.86,9.992492492492493,6.64,8.87
Apartamento en alquiler en Ur. Las Begonias,"Ur. Las Begonias, San Borja, Lima, Lima ","S/.2,800",2 dormitorios,2 baños,130 m²,2000.0,S/.1,Apartamento,Alquiler,"Hace 1 día, 11 horas - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-b58-bd0c2e7f329e-6be1ebf1-b59f-4ab3,2800.0,130.0,2,2,SAN BORJA,8.86,8.86,9.994178794178794,6.64,8.87
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ","USD1,000",2 dormitorios,2 baños,140 m²,2000.0,S/.400,Apartamento,Alquiler,4 dic. 2022 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-586c-962f3028c518-cb67887a-998d-4641,3700.0,140.0,2,2,SAN ISIDRO,8.86,8.86,9.992857142857144,6.64,8.87
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ","USD1,000",2 dormitorios,2 baños,61 m²,2000.0,,Apartamento,Alquiler,15 mar. 2023 - Publicado por Century 21 Premium,https://www.properati.com.pe/detalle/14032-32-6ad9-4f405726fb46-997a8022-b8d5-3b54,3700.0,61.0,2,2,SAN ISIDRO,8.86,8.86,9.98360655737705,6.64,8.87
Apartamento en alquiler en As. La Era,"As. La Era, Lurigancho, Lima, Lima ","S/.1,000",3 dormitorios,2 baños,67 m²,2017.0,S/.110,Apartamento,Alquiler,25 ene. 2023 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-9ba2-84143ec721dd-3f5e760b-8e96-4a77,1000.0,67.0,3,2,LURIGANCHO,8.08,8.08,9.9959661153691,8.219999999999999,8.87
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ","USD1,200",2 dormitorios,2 baños,106 m²,2000.0,,Apartamento,Alquiler,31 ene. 2023 - Publicado por Lucy Mier y Teran,https://www.properati.com.pe/detalle/14032-32-52e6-440e2a7f48e5-c01cc136-a13c-4eef,4440.0,106.0,2,2,SAN ISIDRO,8.86,8.86,9.988679245283018,6.64,8.87
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ","S/.2,700",2 dormitorios,2 baños,62 m²,2000.0,S/.300,Apartamento,Alquiler,16 mar. 2023 - Publicado por ALI HOUSE-PROFESIONALES INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-620c-70897b43168-ac72eeeb-acfd-491d,2700.0,62.0,2,2,SAN ISIDRO,8.86,8.86,9.98823016564952,6.64,8.87
Apartamento en alquiler en Ur. Corpac,"Ur. Corpac, San Isidro, Lima, Lima ","USD1,400",2 dormitorios,2 baños,179 m²,2000.0,,Apartamento,Alquiler,27 ene. 2023 - Publicado por Century 21 Ambassador,https://www.properati.com.pe/detalle/14032-32-87fc-3ace2e82e289-cbeef671-bc0b-3672,5180.0,179.0,2,2,SAN ISIDRO,8.86,8.86,9.992178770949721,6.64,8.87
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ","USD1,150",2 dormitorios,2 baños,130 m²,2000.0,S/.750,Apartamento,Alquiler,"Hace 6 días, 21 horas - Publicado por Fiorella Saldarriaga",https://www.properati.com.pe/detalle/14032-32-e8aa-767e44a2b490-46e93fcf-8ac2-40a5,4255.0,130.0,2,2,SAN ISIDRO,8.86,8.86,9.991153846153846,6.64,8.87
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD4,999",3 dormitorios,3 baños,170 m²,2014.0,S/.200,Apartamento,Alquiler,14 ene. 2023 - Publicado por PERU LUXURY PROPERTIES,https://www.properati.com.pe/detalle/14032-32-6c19-8ea83ce5a6ab-aba10068-8153-4f45,18496.3,170.0,3,3,MIRAFLORES,7.68,7.68,9.970594117647058,9.0,8.86
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ","S/.3,100",3 dormitorios,3 baños,103 m²,2013.0,S/.400,Apartamento,Alquiler,17 ene. 2023 - Publicado por ASPRO asesores profesionales,https://www.properati.com.pe/detalle/14032-32-ce43-57dcdd91750c-da29dae9-8d0f-4bb2,3100.0,103.0,3,3,MIRAFLORES,7.68,7.68,9.991865652059827,8.96,8.86
Apartamento en alquiler en Ur. Covima,"Ur. Covima, La Molina, Lima, Lima ",USD499,2 dormitorios,2 baños,70 m²,2000.0,S/.50,Apartamento,Alquiler,19 ene. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-e68f-3f5f6bbc9506-8669d610-a3c8-4878,1846.3000000000002,70.0,2,2,LA MOLINA,8.83,8.83,9.992871428571428,6.64,8.86
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ",USD800,3 dormitorios,3 baños,86 m²,2012.0,S/.300,Apartamento,Alquiler,10 ene. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-41d2-2a28d767d2a7-4257d844-8f1b-4c58,2960.0,86.0,3,3,MIRAFLORES,7.68,7.68,9.990697674418605,8.92,8.85
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","USD1,999",4 dormitorios,3 baños,230 m²,1997.0,S/.700,Apartamento,Alquiler,15 ene. 2023 - Publicado por PERU LUXURY PROPERTIES,https://www.properati.com.pe/detalle/14032-32-6fdb-254b93d8d400-5d1422f-88f7-470b,7396.3,230.0,4,3,MIRAFLORES,7.68,7.68,9.991308695652174,8.92,8.85
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","S/.3,500",3 dormitorios,3 baños,125 m²,2010.0,S/.614,Apartamento,Alquiler,17 mar. 2023 - Publicado por Luis Cano-Alva Vidal,https://www.properati.com.pe/detalle/14032-32-c4e3-b9f848e679e8-943cc210-b912-120d,3500.0,125.0,3,3,MIRAFLORES,7.68,7.68,9.992432432432432,8.84,8.84
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ","S/.2,400",2 dormitorios,2 baños,77 m²,2007.0,,Apartamento,Alquiler,16 mar. 2023 - Publicado por RE/MAX PRO,https://www.properati.com.pe/detalle/14032-32-154c-f9149cb1f2fb-7a81aa8a-85e4-499d,2400.0,77.0,2,2,JESUS MARIA,8.64,8.64,9.991575991575992,6.92,8.84
Apartamento en alquiler en Ur. Jacaranda,"Ur. Jacaranda, San Borja, Lima, Lima ","S/.2,800",2 dormitorios,1 baño,80 m²,2019.0,S/.280,Apartamento,Alquiler,16 feb. 2023 - Publicado por Faure Cruz,https://www.properati.com.pe/detalle/14032-32-2095-4915e395f2bf-f52b4ebc-b074-4a17,2800.0,80.0,2,1,SAN BORJA,8.86,8.86,9.99054054054054,6.5,8.84
Casa en alquiler en As. Los Zorzales,"As. Los Zorzales, Puente Piedra, Lima, Lima ",USD781,5 dormitorios,4 baños,120 m²,2013.0,,Casa,Alquiler,21 feb. 2023 - Publicado por RE/MAX Principal pe,https://www.properati.com.pe/detalle/14032-32-daed-55e611929e4c-737b75cd-abe5-43d6,2889.7000000000003,120.0,5,4,PUENTE PIEDRA,7.32,7.32,9.993491666666666,9.56,8.84
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",USD850,3 dormitorios,3 baños,110 m²,2010.0,S/.300,Apartamento,Alquiler,28 dic. 2022 - Publicado por INMOGA S.A.C,https://www.properati.com.pe/detalle/14032-32-63a0-a84513f30005-a82056c6-bd92-4b2c,3145.0,110.0,3,3,MIRAFLORES,7.68,7.68,9.992272727272727,8.84,8.84
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",USD850,3 dormitorios,3 baños,86 m²,2011.0,S/.300,Apartamento,Alquiler,27 feb. 2023 - Publicado por REMAX FULL INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-918d-6282388ac92f-956d1871-96e0-4e4e,3145.0,86.0,3,3,MIRAFLORES,7.68,7.68,9.990116279069767,8.879999999999999,8.84
Apartamento en alquiler en Ur. La Capilla (U-2),"Ur. La Capilla (U-2), La Molina, Lima, Lima ","S/.1,400",2 dormitorios,2 baños,50 m²,1998.0,S/.1,Apartamento,Alquiler,10 mar. 2023 - Publicado por MADELEINE VIGO INMOBILIARIA ,https://www.properati.com.pe/detalle/14032-32-44b4-3da1faf56803-7a60d7e3-b7f0-4ed4,1400.0,50.0,2,2,LA MOLINA,8.83,8.83,9.992432432432432,6.5600000000000005,8.84
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",USD700,3 dormitorios,3 baños,89 m²,2010.0,S/.400,Apartamento,Alquiler,"Hace 1 día, 12 horas - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-c688-a2c18253d867-ed0b3a68-81f6-4631,2590.0,89.0,3,3,MIRAFLORES,7.68,7.68,9.992134831460675,8.84,8.84
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD950,3 dormitorios,3 baños,100 m²,2010.0,S/.400,Apartamento,Alquiler,10 ene. 2023 - Publicado por MARIA DEL ROSARIO - BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-f196-96855865fc61-4020a42-bfab-4e6a,3515.0,100.0,3,3,MIRAFLORES,7.68,7.68,9.9905,8.84,8.84
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,300",3 dormitorios,3 baños,107 m²,2010.0,S/.440,Apartamento,Alquiler,22 mar. 2023 - Publicado por SERVICIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-45eb-df600df2dd08-b438f19f-8b1c-4f9a,4810.0,107.0,3,3,MIRAFLORES,7.68,7.68,9.98785046728972,8.84,8.84
Apartamento en alquiler en Re. San Felipe,"Re. San Felipe, San Isidro, Lima, Lima ",USD680,1 dormitorio,2 baños,47 m²,2019.0,S/.280,Apartamento,Alquiler,27 mar. 2023 - Publicado por CARLA EMPERATRIZ NEIRA SILVA,https://www.properati.com.pe/detalle/14032-32-45b8-b39d12e83d8-ff065b3f-8703-4114,2516.0,47.0,1,2,SAN ISIDRO,8.86,8.86,9.985531914893617,6.5,8.84
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ","USD1,300",1 dormitorio,2 baños,104 m²,2018.0,S/.350,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-5a3c-28ce484939ca-5053660d-a709-4fce,4810.0,104.0,1,2,SAN ISIDRO,8.86,8.86,9.9875,6.459999999999999,8.83
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ","USD1,350",3 dormitorios,3 baños,202 m²,2009.0,S/.490,Apartamento,Alquiler,Hace 21 horas - Publicado por HABITALE BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-9ff3-ce5e76c79581-1ee20465-af64-48cc,4995.0,202.0,3,3,MIRAFLORES,7.68,7.68,9.993316831683169,8.8,8.83
Apartamento en alquiler en Ur. Santa Raquel Sector A Zona Este,"Ur. Santa Raquel Sector A Zona Este, La Molina, Lima, Lima ","S/.2,100",2 dormitorios,2 baños,75 m²,1997.0,,Apartamento,Alquiler,10 mar. 2023 - Publicado por Remax Integrity,https://www.properati.com.pe/detalle/14032-32-e6b9-7b2c1b43099d-2fbc4440-a453-4b3c,2100.0,75.0,2,2,LA MOLINA,8.83,8.83,9.992432432432432,6.52,8.83
Apartamento en alquiler en Ur. Campo De Polo,"Ur. Campo De Polo, Magdalena del Mar, Lima, Lima ",USD750,1 dormitorio,1 baño,45 m²,2021.0,,Apartamento,Alquiler,3 mar. 2023 - Publicado por RE/MAX Dreams pe,https://www.properati.com.pe/detalle/14032-32-cec6-2e0471f70181-6ff1747-a253-46d0,2775.0,45.0,1,1,MAGDALENA DEL MAR,9.26,9.26,9.983333333333333,5.68,8.83
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ","S/.3,500",3 dormitorios,3 baños,95 m²,2008.0,,Apartamento,Alquiler,21 mar. 2023 - Publicado por Remax Inmuebles,https://www.properati.com.pe/detalle/14032-32-e719-ee35f6e1123b-d2e68ab7-a24e-4a1e,3500.0,95.0,3,3,MIRAFLORES,7.68,7.68,9.9900426742532,8.76,8.82
Casa en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","USD2,000",9 dormitorios,4 baños,300 m²,1993.0,,Casa,Alquiler,25 mar. 2023 - Publicado por INMOBILIARIA INTERNACIONAL DEL PERU,https://www.properati.com.pe/detalle/14032-32-4fe0-f7d0d0c988b4-50c08739-a685-47f1,7400.0,300.0,9,4,MIRAFLORES,7.68,7.68,9.993333333333332,8.76,8.82
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ",USD620,1 dormitorio,2 baños,90 m²,2015.0,,Apartamento,Alquiler,28 feb. 2023 - Publicado por Fernando Alcalá Luna,https://www.properati.com.pe/detalle/14032-32-b78b-3f221c6da128-d1c75a60-b00f-120d,2294.0,90.0,1,2,SAN ISIDRO,8.86,8.86,9.993111111111112,6.34,8.81
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",USD500,1 dormitorio,1 baño,47 m²,2022.0,S/.350,Apartamento,Alquiler,5 feb. 2023 - Publicado por AC Gestión Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-b834-7ba81460b0a6-68b1e781-bd64-4cab,1850.0,47.0,1,1,BARRANCO,9.17,9.17,9.98936170212766,5.720000000000001,8.81
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",USD550,1 dormitorio,1 baño,48 m²,2022.0,S/.350,Apartamento,Alquiler,8 feb. 2023 - Publicado por AC Gestión Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-b956-ebb6494af1bd-191cc5c5-9dc7-40df,2035.0,48.0,1,1,BARRANCO,9.17,9.17,9.988541666666666,5.720000000000001,8.81
Apartamento en alquiler en Ur. Tejada Alta,"Ur. Tejada Alta, Barranco, Lima, Lima ",USD590,1 dormitorio,1 baño,45 m²,2023.0,S/.240,Apartamento,Alquiler,3 mar. 2023 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-b5e4-cf88ec1247af-831d7ae5-b8e8-4ec2,2183.0,45.0,1,1,BARRANCO,9.17,9.17,9.986888888888888,5.76,8.81
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ",USD600,1 dormitorio,1 baño,41 m²,2023.0,S/.200,Apartamento,Alquiler,2 mar. 2023 - Publicado por Maju García,https://www.properati.com.pe/detalle/14032-32-b90c-36539b145c1-983fe410-9f5e-120d,2220.0,41.0,1,1,BARRANCO,9.17,9.17,9.985365853658536,5.76,8.81
Apartamento en alquiler en Ur. San Miguel,"Ur. San Miguel, San Miguel, Lima, Lima ","S/.1,100",2 dormitorios,1 baño,45 m²,2023.0,,Apartamento,Alquiler,"Hace 2 semanas, 7 horas - Publicado por Encontré tu Hogar",https://www.properati.com.pe/detalle/14032-32-d3a8-d15c0189ad19-51f02900-856d-120d,1100.0,45.0,2,1,SAN MIGUEL,8.7,8.7,9.993393393393394,6.66,8.81
