title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",USD790,3 dormitorios,2 baños,116 m²,2019,S/.50,Apartamento,Alquiler,"Hace 1 semana, 3 días - Publicado por JESUS ALTAMIRANO CONDEMARIN",https://www.properati.com.pe/detalle/14032-32-7592-7fe74a33ee99-5efee4c3-8250-4710
Apartamento en alquiler en Sd. S/N,"Sd. S/N, Puente Piedra, Lima, Lima ",S/.800,3 dormitorios,1 baño,54 m²,,S/.100,Apartamento,Alquiler,"Hace 1 semana, 5 días - Publicado por Sheriel Herrera",https://www.properati.com.pe/detalle/14032-32-d784-16ff3d6e0202-f98c46d1-a952-470c
Apartamento en alquiler en Ur. La Capullana,"Ur. La Capullana, Santiago de Surco, Lima, Lima ","S/.2,500",2 dormitorios,2 baños,106 m²,2015,S/.90,Apartamento,Alquiler,6 mar. 2023 - Publicado por Infinito Novantanove E.I.R.L,https://www.properati.com.pe/detalle/14032-32-8226-3dcf54ae8f6d-2a12a6f1-9b74-4086
Apartamento en alquiler en Ur. Cabo Gc Juan Ingunza Valdivia (Vipol),"Ur. Cabo Gc Juan Ingunza Valdivia (Vipol), Callao, Callao, Callao ","S/.1,200",2 dormitorios,1 baño,73 m²,2015,S/.20,Apartamento,Alquiler,"Hace 1 día, 21 horas - Publicado por RE/MAX Expo",https://www.properati.com.pe/detalle/14032-32-8b13-c8d1568ed13a-b4743bea-9fd1-40bb
Casa en alquiler en Ur. Daniel A. Carrion,"Ur. Daniel A. Carrion, Chiclayo, Chiclayo, Lambayeque ","S/.4,000",5 dormitorios,3 baños,200 m²,,S/.150,Casa,Alquiler,24 ene. 2023 - Publicado por Lula Botey Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-3fc3-cb63bf21572c-44739d1e-bd70-4a90
Apartamento en alquiler en Ica,"Ica, Ica, Ica ","S/.2,300",1 dormitorio,1 baño,80 m²,,,Apartamento,Alquiler,25 mar. 2023 - Publicado por RC HOUSE REAL ESTATE S.A.C.,https://www.properati.com.pe/detalle/14032-32-7aa0-b30a386b1d3b-1ee27b88-b4bc-4762
Casa en alquiler en Ur. Javier Prado (Cahuache),"Ur. Javier Prado (Cahuache), San Borja, Lima, Lima ","USD1,900",7 dormitorios,4 baños,207 m²,1992,,Casa,Alquiler,4 feb. 2023 - Publicado por RE/MAX Gestión Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-a911-bc122769111c-fae4a93-b6c7-435b
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Lince, Lima, Lima ","S/.2,800",3 dormitorios,2 baños,96 m²,,S/.300,Apartamento,Alquiler,"Hace 6 días, 21 horas - Publicado por REMAX FENIX",https://www.properati.com.pe/detalle/14032-32-3c73-f9543b28a5e6-68c79545-8a3d-4af5
Apartamento en alquiler en Cajamarca,"Cajamarca, Cajamarca, Cajamarca ","S/.1,500",3 dormitorios,2 baños,110 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Inmobiliaria SOLÍS",https://www.properati.com.pe/detalle/14032-32-ff9-617d01b89294-7dbbb922-9cd0-4497
Casa en alquiler en Ur. Javier Prado (Cahuache),"Ur. Javier Prado (Cahuache), San Borja, Lima, Lima ","USD1,900",7 dormitorios,4 baños,1 Medio baño,207 m²,,Casa,Alquiler,17 feb. 2023 - Publicado por  Ivan  Santa Cruz Maza ,https://www.properati.com.pe/detalle/14032-32-5c07-963c6975f150-39fd5f0e-be16-3b77
Habitación en alquiler en Cajamarca,"Cajamarca, Cajamarca, Cajamarca ",S/.450,1 dormitorio,1 baño,20 m²,3,,Habitación,Alquiler,"Hace 2 semanas, 1 día - Publicado por Inmobiliaria SOLÍS",https://www.properati.com.pe/detalle/14032-32-3804-66c198634992-f977c948-a827-4d2e
Apartamento en alquiler en Ur. Santa Raquel Sector B Zona Este,"Ur. Santa Raquel Sector B Zona Este, La Molina, Lima, Lima ","S/.1,700",2 dormitorios,1 baño,68 m²,2015,S/.100,Apartamento,Alquiler,22 feb. 2023 - Publicado por Astupropiedad,https://www.properati.com.pe/detalle/14032-32-daa7-fdc83baf802a-4275bf41-979a-4c26
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",USD980,3 dormitorios,2 baños,,89 m²,,Apartamento,Alquiler,"Hace 4 días, 16 horas - Publicado por  Carmen Rosa  Zuniga  Perez  ",https://www.properati.com.pe/detalle/14032-32-1027-1d4aa32ec8fc-a315f490-9a26-312e
Casa en alquiler en Cajamarca,"Cajamarca, Cajamarca, Cajamarca ",S/.950,2 dormitorios,1 baño,146 m²,,,Casa,Alquiler,23 mar. 2023 - Publicado por Inmobiliaria SOLÍS,https://www.properati.com.pe/detalle/14032-32-d0a8-d434256a96dc-f064e523-9554-414d
Apartamento en alquiler en Ur. Orbea,"Ur. Orbea, Magdalena del Mar, Lima, Lima ",S/.240,2 dormitorios,2 baños,66 m²,2022,,Apartamento,Alquiler,"Hace 4 días, 10 horas - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-aee6-fbf15e94e774-6a45cd40-9b35-47b7
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ","S/.2,900",2 dormitorios,2 baños,61 m²,2021,S/.160,Apartamento,Alquiler,2 feb. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-a038-e74750861e5b-55284d58-a53d-4823
Habitación en alquiler en Cajamarca,"Cajamarca, Cajamarca, Cajamarca ",S/.490,1 dormitorio,1 baño,20 m²,3,,Habitación,Alquiler,"Hace 2 semanas, 1 día - Publicado por Inmobiliaria SOLÍS",https://www.properati.com.pe/detalle/14032-32-3dc2-dfa0df2ab030-427c5ba1-8262-48e3
Apartamento en alquiler en Cajamarca,"Cajamarca, Cajamarca, Cajamarca ","S/.1,000",3 dormitorios,1 baño,60 m²,2022,,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por Inmobiliaria SOLÍS",https://www.properati.com.pe/detalle/14032-32-87ab-697e4b7c9be8-ff6d61c5-aa38-4f9d
Apartamento en alquiler en Ur. Los Recaudadores,"Ur. Los Recaudadores, Ate, Lima, Lima ","S/.2,000",3 dormitorios,2 baños,92 m²,2014,,Apartamento,Alquiler,17 mar. 2023 - Publicado por RE/MAX ALPHA  pe,https://www.properati.com.pe/detalle/14032-32-e4f7-26888481416e-f7f9f3f6-ba2c-4ee6
Apartamento en alquiler en Cajamarca,"Cajamarca, Cajamarca, Cajamarca ",S/.780,2 dormitorios,1 baño,75 m²,,,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por Inmobiliaria SOLÍS",https://www.properati.com.pe/detalle/14032-32-badb-c0dcb52419a3-b958701a-96a7-4311
Apartamento en alquiler en Cajamarca,"Cajamarca, Cajamarca, Cajamarca ","S/.1,390",2 dormitorios,1 baño,63 m²,2022,,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Inmobiliaria SOLÍS",https://www.properati.com.pe/detalle/14032-32-883d-92e0cd134ed7-bbe5c3da-8376-4c8d
Apartamento en alquiler en Ur. La Capilla (U-2),"Ur. La Capilla (U-2), La Molina, Lima, Lima ","S/.1,000",2 dormitorios,1 baño,35 m²,,,Apartamento,Alquiler,8 oct. 2022 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-842d-97e7e40efa38-c00eff7e-bede-4c07
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ","USD1,550",3 dormitorios,3 baños,217 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por GARRIDO SECLEN RICARDY BUENAVENTURA",https://www.properati.com.pe/detalle/14032-32-d310-5da6e15e3d6a-2c461db0-be98-120d
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD850,3 dormitorios,2 baños,108 m²,,,Apartamento,Alquiler,22 mar. 2023 - Publicado por REMAX CENTENARIO,https://www.properati.com.pe/detalle/14032-32-9ddc-ac7b1f7a91ca-5d83b5ad-a980-4047
Apartamento en alquiler en Ur. Santa Beatriz,"Ur. Santa Beatriz, Jesús María, Lima, Lima ","S/.1,100",1 dormitorio,1 baño,40 m²,,,Apartamento,Alquiler,"Hace 5 días, 18 horas - Publicado por Ikasa Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-241c-f37fde555b4a-35b2a613-a935-413e
Apartamento en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ","S/.1,250",3 dormitorios,2 baños,84 m²,,,Apartamento,Alquiler,21 set. 2022 - Publicado por OSLAVE JESUS FLORES AHON,https://www.properati.com.pe/detalle/14032-32-7044-b49c5278691f-3c61c488-a656-334d
Apartamento en alquiler en Ur. Lobaton,"Ur. Lobaton, Lince, Lima, Lima ","S/.2,400",1 dormitorio,1 baño,46 m²,2022,S/.170,Apartamento,Alquiler,"Hace 2 semanas, 3 días - Publicado por ALI HOUSE-PROFESIONALES INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-ded4-812e45001395-1d06eb1d-9054-4b6a
Casa en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD1,350",3 dormitorios,3 baños,214 m²,2002,S/.450,Casa,Alquiler,27 nov. 2022 - Publicado por Roalse Inmobiliaria ,https://www.properati.com.pe/detalle/14032-32-cbc1-f4b284b35cce-3d76b6a5-b6a5-4ddb
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD850,2 dormitorios,3 baños,84 m²,2015,S/.317,Apartamento,Alquiler,"Hace 2 días, 13 horas - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-e369-1bd90cad45c2-dca51e45-b277-48fc
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",USD980,3 dormitorios,2 baños,96 m²,2020,S/.360,Apartamento,Alquiler,"Hace 4 días, 17 horas - Publicado por Remax Concept",https://www.properati.com.pe/detalle/14032-32-6cf9-310b98421e59-547f52f5-8e38-44aa
Apartamento en alquiler en Ur. Pedregal De Higuereta(San Atanacio De Pedregal),"Ur. Pedregal De Higuereta(San Atanacio De Pedregal), Surquillo, Lima, Lima ","S/.2,300",2 dormitorios,2 baños,70 m²,2023,S/.170,Apartamento,Alquiler,"Hace 5 días, 19 horas - Publicado por Gustavo Jhonatan Santillan Chaupis",https://www.properati.com.pe/detalle/14032-32-b1e6-e1507a79f0ab-cd6e419d-8758-4fe3
Apartamento en alquiler en Ur. Pedregal De Higuereta(San Atanacio De Pedregal),"Ur. Pedregal De Higuereta(San Atanacio De Pedregal), Surquillo, Lima, Lima ","S/.1,800",1 dormitorio,1 baño,56 m²,2023,S/.150,Apartamento,Alquiler,"Hace 5 días, 19 horas - Publicado por Gustavo Jhonatan Santillan Chaupis",https://www.properati.com.pe/detalle/14032-32-e6ee-4225b9ae8a1f-79b3f829-a374-4771
Apartamento en alquiler en Iquitos,"Iquitos, Maynas, Loreto ","S/.1,200",2 dormitorios,1 baño,54 m²,2022,,Apartamento,Alquiler,"Hace 2 días, 15 horas - Publicado por Nancy Elizabeth Noriega Noronha",https://www.properati.com.pe/detalle/14032-32-dcd5-71f68f169fe0-9447ad10-9eb1-120d
Casa en alquiler en Carabayllo,"Carabayllo, Lima, Lima ",S/.900,2 dormitorios,1 baño,140 m²,2016,,Casa,Alquiler,"Hace 3 días, 16 horas - Publicado por ALI HOUSE-PROFESIONALES INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-57d1-916628e3d571-830b42fb-8f05-4b20
Apartamento en alquiler en Ur. Santa Beatriz,"Ur. Santa Beatriz, Jesús María, Lima, Lima ","S/.1,800",1 dormitorio,1 baño,50 m²,,,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por RealWasi Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-d829-d127d4d2b90f-6250c860-b026-120d
Apartamento en alquiler en Surquillo,"Surquillo, Lima, Lima ","S/.2,200",1 dormitorio,1 baño,43 m²,2018,S/.150,Apartamento,Alquiler,"Hace 1 semana, 16 horas - Publicado por REMAX UNITED",https://www.properati.com.pe/detalle/14032-32-af85-94e239b955bb-b0521e17-880f-4f47
Casa en alquiler en Chiclayo,"Chiclayo, Chiclayo, Lambayeque ","S/.1,500",2 dormitorios,2 baños,150 m²,2009,,Casa,Alquiler,17 mar. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-b4d1-cd5b8f4facbe-f61d8b4-ab97-49ff
Apartamento en alquiler en Ur. Las Gardenias,"Ur. Las Gardenias, Santiago de Surco, Lima, Lima ","S/.2,350",2 dormitorios,2 baños,50 m²,,S/.230,Apartamento,Alquiler,"Hace 2 días, 20 horas - Publicado por Fiorella Saldarriaga",https://www.properati.com.pe/detalle/14032-32-dcab-63cb2fb9d93c-4fbec2c0-b78f-120d
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",USD900,1 dormitorio,1 baño,45 m²,2023,S/.250,Apartamento,Alquiler,24 ene. 2023 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-461b-194a62f80c76-6da9ac19-aeed-4db0
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",USD990,2 dormitorios,4 baños,126 m²,2021,S/.450,Apartamento,Alquiler,"Hace 1 semana, 3 días - Publicado por GNS Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-70b5-7a05466b7a0d-6cf6709-8f1b-3aac
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ","USD1,380",3 dormitorios,2 baños,131 m²,2020,S/.700,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-69dd-e410df5be883-3612c089-8bfd-4130
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ",USD900,1 dormitorio,1 baño,45 m²,2023,,Apartamento,Alquiler,Hace 3 semanas - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-37d7-8d3662c87b8-418dc763-abf3-4a60
Apartamento en alquiler en Ur. Jacaranda,"Ur. Jacaranda, San Borja, Lima, Lima ","S/.2,800",2 dormitorios,1 baño,80 m²,2019,S/.280,Apartamento,Alquiler,16 feb. 2023 - Publicado por Faure Cruz,https://www.properati.com.pe/detalle/14032-32-2095-4915e395f2bf-f52b4ebc-b074-4a17
Local Comercial en alquiler en José Luis Bustamante y Rivero,"José Luis Bustamante y Rivero, Arequipa, Arequipa ","S/.11,000",1 dormitorio,2 baños,300 m²,2020,,Local Comercial,Alquiler,"Hace 6 días, 12 horas - Publicado por Avanza Gestion Inmobiliaria E.I.R.L.",https://www.properati.com.pe/detalle/14032-32-d6b9-db822a288e73-f9a4d56b-9806-3704
Oficina en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ","S/.9,120",1 dormitorio,3 baños,200 m²,2000,,Oficina,Alquiler,"Hace 2 semanas, 2 días - Publicado por Avanza Gestion Inmobiliaria E.I.R.L.",https://www.properati.com.pe/detalle/14032-32-bfaa-5bdc4423ee73-4c1011d6-b910-362e
Apartamento en alquiler en Propietarios De Parque Industrial El Asesor,"Propietarios De Parque Industrial El Asesor, Provincia de Lima, Provincia de Lima ",S/.800,1 dormitorio,1 baño,45 m²,2018,,Apartamento,Alquiler,5 mar. 2022 - Publicado por NG SOLUCIONES INTEGRALES EFICIENTES NEW GENERATION,https://www.properati.com.pe/detalle/14032-32-e845-45da689f959d-d985de95-a4a4-310f
Apartamento en alquiler en Up. Tahuantinsuyo Etapa I,"Up. Tahuantinsuyo Etapa I, Independencia, Lima, Lima ","S/.1,050",1 dormitorio,1 baño,80 m²,2016,S/.1,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por IRIS JOYA - PROPIEDADES",https://www.properati.com.pe/detalle/14032-32-77b-790838d9985b-e272103d-a2ad-42b1
Oficina en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ","S/.19,061",1 dormitorio,3 baños,418 m²,2000,,Oficina,Alquiler,"Hace 2 semanas, 2 días - Publicado por Avanza Gestion Inmobiliaria E.I.R.L.",https://www.properati.com.pe/detalle/14032-32-3c19-3ffa57b915c3-7c465bf6-a08e-32fc
Casa en alquiler en Ur. La Planicie,"Ur. La Planicie, Punta Hermosa, Lima, Lima ","USD2,000",4 dormitorios,4 baños,300 m²,2000,,Casa,Alquiler,27 feb. 2023 - Publicado por LIMA CORRETAJE S.A.C,https://www.properati.com.pe/detalle/14032-32-9ac3-986b39f1fb07-d95948a7-8e02-49f7
Casa en alquiler en Subtanjalla,"Subtanjalla, Ica, Ica ","S/.2,090",5 dormitorios,4 baños,135 m²,,,Casa,Alquiler,"Hace 3 días, 19 horas - Publicado por RC HOUSE REAL ESTATE S.A.C.",https://www.properati.com.pe/detalle/14032-32-dd38-12d697a80e26-d725a8a2-9fea-4480
Apartamento en alquiler en Ur. Colmenares,"Ur. Colmenares, Pueblo Libre, Lima, Lima ",USD760,3 dormitorios,2 baños,104 m²,2017,S/.270,Apartamento,Alquiler,"Hace 4 días, 22 horas - Publicado por LIMA CORRETAJE S.A.C",https://www.properati.com.pe/detalle/14032-32-baee-68901d85bce1-4ad731e0-ab48-45de
Casa en alquiler en Ur. Huertos De San Antonio,"Ur. Huertos De San Antonio, Santiago de Surco, Lima, Lima ","USD1,550",4 dormitorios,4 baños,220 m²,1991,S/.200,Casa,Alquiler,13 mar. 2023 - Publicado por IRIS JOYA - PROPIEDADES,https://www.properati.com.pe/detalle/14032-32-47ee-63a19ce7ac76-a03d9e14-ad8c-4bde
Apartamento en alquiler en Ur. Prolongacion Benavides,"Ur. Prolongacion Benavides, Santiago de Surco, Lima, Lima ","S/.2,350",2 dormitorios,2 baños,50 m²,2022,S/.250,Apartamento,Alquiler,Hace 2 semanas - Publicado por IRIS JOYA - PROPIEDADES,https://www.properati.com.pe/detalle/14032-32-ce85-c1b39d260e3f-bec8362f-84a9-4185
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","USD1,000",2 dormitorios,4 baños,150 m²,2020,S/.650,Apartamento,Alquiler,"Hace 1 semana, 4 días - Publicado por TU HOGAR Y BIENESTAR",https://www.properati.com.pe/detalle/14032-32-1a25-4f6cbbb4f88-713b911c-880d-4e3a
Apartamento en alquiler en Punta Hermosa,"Punta Hermosa, Lima, Lima ","USD1,000",3 dormitorios,3 baños,129 m²,2014,S/.300,Apartamento,Alquiler,23 feb. 2023 - Publicado por LIMA CORRETAJE S.A.C,https://www.properati.com.pe/detalle/14032-32-42ea-a0ee8cec8c54-f430dab7-8a5b-4918
Apartamento en alquiler en Ur. Balconcillo,"Ur. Balconcillo, La Victoria, Lima, Lima ","S/.2,300",3 dormitorios,2 baños,70 m²,2022,S/.220,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por IRIS JOYA - PROPIEDADES",https://www.properati.com.pe/detalle/14032-32-e3b5-9a203a30add5-7dad7ce7-b882-4c54
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","USD1,500",2 dormitorios,2 baños,104 m²,2005,S/.631,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por Büro Propiedades",https://www.properati.com.pe/detalle/14032-32-a720-97f4e354d103-12e891a9-a560-4a09
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,400",2 dormitorios,3 baños,107 m²,2010,S/.350,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por SERVICIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-8bb6-57c5c47b3bf7-ed96281f-9688-4e4b
Apartamento en alquiler en Retamas,"Retamas, Yanahuara, Arequipa, Arequipa ","S/.1,800",4 dormitorios,4 baños,135 m²,2012,S/.300,Apartamento,Alquiler,28 ago. 2021 - Publicado por Deglane Melgar Jorge Luis,https://www.properati.com.pe/detalle/14032-32-17e8-8aaa2c993e5d-ca2e8ff8-81fb-49d2
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",USD780,2 dormitorios,2 baños,,2007,S/.293,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-d717-b76ceb51d798-a2a56d70-a23d-120d
Casa en alquiler en Ur. Los Jazmines,"Ur. Los Jazmines, Santiago de Surco, Lima, Lima ","S/.7,800",5 dormitorios,4 baños,350 m²,1998,,Casa,Alquiler,"Hace 2 semanas, 1 día - Publicado por Auryn Corp",https://www.properati.com.pe/detalle/14032-32-aaae-648a26904306-a55b51ba-9efa-3107
Apartamento en alquiler en Ur. Alicia,"Ur. Alicia, Santiago de Surco, Lima, Lima ",USD980,3 dormitorios,3 baños,126 m²,2019,S/.500,Apartamento,Alquiler,"Hace 1 semana, 10 horas - Publicado por Faure Cruz",https://www.properati.com.pe/detalle/14032-32-d90a-afbdc1f2fb6f-ea9ae520-b078-120d
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,200",2 dormitorios,2 baños,100 m²,,S/.400,Apartamento,Alquiler,6 ene. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-2d83-3ddfaaa89dff-88275968-839b-4238
Apartamento en alquiler en Ur. Residencial Higuereta,"Ur. Residencial Higuereta, Santiago de Surco, Lima, Lima ","S/.4,600",3 dormitorios,5 baños,224 m²,2018,S/.300,Apartamento,Alquiler,"Hace 6 días, 16 horas - Publicado por CENTURY 21 AVANZA",https://www.properati.com.pe/detalle/14032-32-a290-692dede237bf-757917ea-8ac5-48f6
Apartamento en alquiler en Ur. Residencial La Libertad,"Ur. Residencial La Libertad, Santiago de Surco, Lima, Lima ","S/.2,200",3 dormitorios,2 baños,80 m²,2022,S/.250,Apartamento,Alquiler,16 mar. 2023 - Publicado por Marina Alegría Velásquez,https://www.properati.com.pe/detalle/14032-32-5ad9-433987741078-f51b46e7-b06c-4e9c
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",USD900,2 dormitorios,3 baños,110 m²,2012,S/.330,Apartamento,Alquiler,14 nov. 2022 - Publicado por CARLA EMPERATRIZ NEIRA SILVA,https://www.properati.com.pe/detalle/14032-32-61c7-42ce6cc85d92-b9b63c3e-af7c-4ecb
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",USD800,2 dormitorios,2 baños,72 m²,2023,,Apartamento,Alquiler,28 feb. 2023 - Publicado por RE/MAX PRO,https://www.properati.com.pe/detalle/14032-32-8206-b65be670c0a6-a13a71bb-a6e4-4cca
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ",USD950,2 dormitorios,3 baños,92 m²,2021,S/.328,Apartamento,Alquiler,"Hace 5 días, 13 horas - Publicado por GRUPO JCTP INMOBILIARIO SAC",https://www.properati.com.pe/detalle/14032-32-6e96-6b8cc4981401-90c7611a-974f-4435
Apartamento en alquiler en Ur. Casuarinas Sur,"Ur. Casuarinas Sur, Santiago de Surco, Lima, Lima ","USD1,200",3 dormitorios,3 baños,167 m²,2015,S/.600,Apartamento,Alquiler,1 mar. 2023 - Publicado por CARLA EMPERATRIZ NEIRA SILVA,https://www.properati.com.pe/detalle/14032-32-b801-d759b502146-716e9310-a9fa-120d
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD690,1 dormitorio,1 baño,60 m²,,S/.235,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por Isotta Lima Space",https://www.properati.com.pe/detalle/14032-32-7e95-45689f895be5-94fdb2f9-aa1a-417e
Apartamento en alquiler en Ica,"Ica, Ica, Ica ","S/.1,550",2 dormitorios,2 baños,84 m²,,,Apartamento,Alquiler,"Hace 4 días, 20 horas - Publicado por RC HOUSE REAL ESTATE S.A.C.",https://www.properati.com.pe/detalle/14032-32-5475-608d84ba5c3b-312e06cd-b19c-47b5
