title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url
Apartamento en alquiler en Pj. Hacienda Pro,"Pj. Hacienda Pro, Los Olivos, Lima, Lima ","S/.1,500",3 dormitorios,2 baños,77 m²,,,Apartamento,Alquiler,10 feb. 2023 - Publicado por REMAX AHORA,https://www.properati.com.pe/detalle/14032-32-3f89-e32784bc99ae-1edd2db8-b4af-465e
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",USD890,2 dormitorios,2 baños,62 m²,2023,S/.500,Apartamento,Alquiler,27 feb. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-f36a-68bd6ac1f73d-f38a3b79-8cf9-4a97
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",USD760,1 dormitorio,1 baño,45 m²,2023,,Apartamento,Alquiler,10 feb. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-79a1-6276337f755b-90d06212-985f-473c
Casa de playa en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ","USD1,000",4 dormitorios,4 baños,2 Medios baños,2008,S/.300,Casa de playa,Alquiler,4 ago. 2022 - Publicado por joresco real estate,https://www.properati.com.pe/detalle/14032-32-4f71-d22bd9efc124-e98d0e1e-bdd0-4567
Apartamento en alquiler en San Juan Zona B,"San Juan Zona B, Provincia de Lima, Provincia de Lima ","S/.1,500",4 dormitorios,2 baños,120 m²,,,Apartamento,Alquiler,26 abr. 2022 - Publicado por Recasa Inmobiliaria Perú,https://www.properati.com.pe/detalle/14032-32-4338-d28f4fdbaf4b-7f7e7ea5-84d5-4e7c
Apartamento en alquiler en Ur. La Perla,"Ur. La Perla, La Perla, Callao, Callao ","S/.2,000",2 dormitorios,2 baños,56 m²,2023,S/.100,Apartamento,Alquiler,10 feb. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-a7ab-ebde941bf2e3-d8cd1876-a97c-4ac7
Apartamento en alquiler en Rimac,"Rimac, Lima, Lima ","S/.1,300",2 dormitorios,1 baño,51 m²,2021,S/.160,Apartamento,Alquiler,25 feb. 2023 - Publicado por María  Del Carmen Mesones Villacorta,https://www.properati.com.pe/detalle/14032-32-b573-1f86107fda0e-cba00bb0-9846-120d
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ","USD1,400",3 dormitorios,3 baños,175 m²,2013,S/.650,Apartamento,Alquiler,1 nov. 2022 - Publicado por Luis Joya Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-59a9-b3f4765c2482-1dfc29b0-acac-120d
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Isabel B,"Ur. Chacarilla Santa Cruz Zona Santa Isabel B, San Isidro, Lima, Lima ","USD1,650",3 dormitorios,2 baños,170 m²,,,Apartamento,Alquiler,29 nov. 2022 - Publicado por Asesoria Inmobiliaria Alkon,https://www.properati.com.pe/detalle/14032-32-f0ad-3042b1ab8381-50d0f42e-a40a-45df
Apartamento en alquiler en Ur. Oyague,"Ur. Oyague, Magdalena del Mar, Lima, Lima ",USD850,3 dormitorios,2 baños,76 m²,2019,S/.1,Apartamento,Alquiler,10 ene. 2023 - Publicado por Habitar,https://www.properati.com.pe/detalle/14032-32-5371-c8a8421cb383-68c9bee-a69f-4566
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","USD2,400",3 dormitorios,2 baños,332 m²,2012,"S/.1,200",Apartamento,Alquiler,23 feb. 2023 - Publicado por Corretaje Pelusa,https://www.properati.com.pe/detalle/14032-32-7979-542d27934b01-9dab0932-a53c-4668
Casa en alquiler en Ur. Los Cedros De Villa Etapa Xi,"Ur. Los Cedros De Villa Etapa Xi, Chorrillos, Lima, Lima ","USD1,000",6 dormitorios,4 baños,90 m²,,,Casa,Alquiler,30 ene. 2023 - Publicado por RE/MAX Metropolis,https://www.properati.com.pe/detalle/14032-32-bb9f-e9b0866f2530-194e584-892b-4fb3
Apartamento en alquiler en Uv. Mirones,"Uv. Mirones, Lima, Lima, Lima ","S/.1,690",2 dormitorios,2 baños,60 m²,2022,,Apartamento,Alquiler,10 ene. 2023 - Publicado por RE/MAX ALPHA  pe,https://www.properati.com.pe/detalle/14032-32-5208-f57e72da4a0f-e5b8427a-a7fa-47f3
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",USD970,1 dormitorio,2 baños,105 m²,2016,S/.392,Apartamento,Alquiler,28 ene. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-7278-d726b8b99692-56cd5903-8237-47e0
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",USD970,1 dormitorio,2 baños,105 m²,2011,S/.392,Apartamento,Alquiler,28 ene. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-f940-364e7be96dd5-f4adc101-90d7-4b17
Casa en alquiler en Cayma,"Cayma, Cerro Colorado, Arequipa, Arequipa ","S/.5,250",5 dormitorios,9 baños,350 m²,,S/.170,Casa,Alquiler,23 feb. 2023 - Publicado por Smart House,https://www.properati.com.pe/detalle/14032-32-ade1-bd7dc48e66c9-995251bd-b6d8-45f8
Apartamento en alquiler en Pueb Yurimaguas,"Pueb Yurimaguas, Alto Amazonas, Loreto ","S/.3,000",3 dormitorios,3 baños,,,,Apartamento,Alquiler,17 ago. 2022 - Publicado por Castillos Inmobiliarios S.A.C,https://www.properati.com.pe/detalle/14032-32-4c6f-7b3f7bcb3135-ad246835-8153-302c
Casa en alquiler en Ur. La Encantada,"Ur. La Encantada, Chorrillos, Lima, Lima ","USD3,200",4 dormitorios,4 baños,1 Medio baño,2016,,Casa,Alquiler,17 feb. 2023 - Publicado por   Maria Cecilia Berastain Arenas ,https://www.properati.com.pe/detalle/14032-32-84b0-74d3ec0c94a9-98f938ff-92c3-3b6b
Apartamento en alquiler en Miraflores,"Miraflores, Arequipa, Arequipa ","USD1,000",2 dormitorios,4 baños,121 m²,,S/.500,Apartamento,Alquiler,23 nov. 2022 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-c4ba-82e5b7b24078-5b49aa35-8144-44fb
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD850,2 dormitorios,2 baños,85 m²,2012,S/.700,Apartamento,Alquiler,2 feb. 2023 - Publicado por INMOBILIARIA IMMONEO,https://www.properati.com.pe/detalle/14032-32-ace-3805761c4b55-6df83312-9382-486f
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Isabel B,"Ur. Chacarilla Santa Cruz Zona Santa Isabel B, San Isidro, Lima, Lima ","USD1,650",3 dormitorios,2 baños,170 m²,1998,S/.900,Apartamento,Alquiler,8 feb. 2023 - Publicado por Corretaje Pelusa,https://www.properati.com.pe/detalle/14032-32-e189-d378a83c99d7-a2d802db-a7e1-4650
Apartamento en alquiler en Ur. San Jose,"Ur. San Jose, Bellavista, Callao, Callao ","S/.1,800",3 dormitorios,2 baños,160 m²,2010,,Apartamento,Alquiler,12 nov. 2022 - Publicado por JY Inmobiliaria SAC,https://www.properati.com.pe/detalle/14032-32-207f-541f529f156c-f163e947-ba3f-48b7
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD850,2 dormitorios,3 baños,90 m²,2009,S/.400,Apartamento,Alquiler,19 dic. 2022 - Publicado por JPR INMUEBLES,https://www.properati.com.pe/detalle/14032-32-5573-8c503d6ac96a-2b34ffa4-a685-4a55
Casa de playa en alquiler en Ur. Punta Negra,"Ur. Punta Negra, Punta Negra, Lima, Lima ",USD800,3 dormitorios,2 baños,120 m²,1993,,Casa de playa,Alquiler,12 feb. 2023 - Publicado por RTA TECHNICONCEPT,https://www.properati.com.pe/detalle/14032-32-e704-c9ad113a8900-6d677976-a60e-4667
Apartamento en alquiler en Urb Santa Cruz,"Urb Santa Cruz, Provincia de Lima, Provincia de Lima ",USD900,1 dormitorio,2 baños,105 m²,2014,S/.560,Apartamento,Alquiler,24 ago. 2022 - Publicado por Maria Elena Bedoya,https://www.properati.com.pe/detalle/14032-32-624f-31f2361f6878-a2a57c33-b7d9-49d4
Apartamento en alquiler en Armendáriz,"Armendáriz, Provincia de Lima, Provincia de Lima ","USD2,500",3 dormitorios,3 baños,180 m²,2001,S/.760,Apartamento,Alquiler,21 nov. 2021 - Publicado por Marcia Rodriguez,https://www.properati.com.pe/detalle/14032-32-c052-3f617002477f-9b39fb89-9735-419f
Apartamento en alquiler en Leuro,"Leuro, Provincia de Lima, Provincia de Lima ","USD1,550",5 dormitorios,4 baños,200 m²,,S/.800,Apartamento,Alquiler,12 may. 2022 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-3b49-cfb15daad0b6-3af69b61-b9e1-454b
Casa en alquiler en As. Los Zorzales,"As. Los Zorzales, Puente Piedra, Lima, Lima ",USD781,5 dormitorios,4 baños,120 m²,2013,,Casa,Alquiler,21 feb. 2023 - Publicado por RE/MAX Principal pe,https://www.properati.com.pe/detalle/14032-32-daed-55e611929e4c-737b75cd-abe5-43d6
Casa en alquiler en Chaclacayo,"Chaclacayo, Lima, Lima ","S/.1,500",3 dormitorios,3 baños,135 m²,,,Casa,Alquiler,21 feb. 2023 - Publicado por Magnolia Quiñones INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-6707-571ed4f2c043-d3a93edc-81d8-45d6
Casa de playa en alquiler en Chilca,"Chilca, Huancayo, Junín ",USD850,4 dormitorios,2 baños,2 Medios baños,2021,S/.180,Casa de playa,Alquiler,2 feb. 2023 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-9c1e-82941971b406-d92b5073-be58-43da
Apartamento en alquiler en Ur. Chacarilla Santa Cruz,"Ur. Chacarilla Santa Cruz, San Isidro, Lima, Lima ",USD790,1 dormitorio,1 baño,45 m²,2023,,Apartamento,Alquiler,21 feb. 2023 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-b95b-1d6f7115c480-16e8b844-9eaf-4289
Apartamento en alquiler en Chacarilla-Santa Cruz,"Chacarilla-Santa Cruz, Urb Santa Isabel, Provincia de Lima, Provincia de Lima ","USD7,500",4 dormitorios,4 baños,880 m²,2014,"S/.3,200",Apartamento,Alquiler,27 mar. 2022 - Publicado por 2g Agentes Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-ef0a-8457bf39b305-8da1dbb0-8d8d-375b
Casa en alquiler en Cv. C.I.P,"Cv. C.I.P, Cayma, Arequipa, Arequipa ","USD2,500",4 dormitorios,5 baños,400 m²,,,Casa,Alquiler,11 feb. 2023 - Publicado por David Valcárcel Mercado - Nuevo negocio,https://www.properati.com.pe/detalle/14032-32-71b3-2a22209cddbd-28ff3a60-9eae-4c86
Apartamento en alquiler en Ur. El Rosal,"Ur. El Rosal, Miraflores, Lima, Lima ","USD1,150",4 dormitorios,5 baños,165 m²,,S/.400,Apartamento,Alquiler,20 feb. 2023 - Publicado por Madeleine Beltran,https://www.properati.com.pe/detalle/14032-32-ec4c-e1f3d0220fd1-d78d5ab5-8826-4b21
Casa en alquiler en Ur. Santa Monica,"Ur. Santa Monica, San Isidro, Lima, Lima ","USD5,000",4 dormitorios,5 baños,379 m²,1993,,Casa,Alquiler,17 feb. 2023 - Publicado por Top House Perú Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-b5a5-784e30091bc4-6d6b3761-be85-4176
Apartamento en alquiler en Ur. Prolongacion Benavides,"Ur. Prolongacion Benavides, Santiago de Surco, Lima, Lima ","USD1,300",3 dormitorios,3 baños,110 m²,2021,S/.50,Apartamento,Alquiler,31 ene. 2023 - Publicado por CENTURY 21 AVANZA,https://www.properati.com.pe/detalle/14032-32-d07a-3ceb6952319d-df8cff09-b332-4834
Apartamento en alquiler en Ur. El Rosal,"Ur. El Rosal, Miraflores, Lima, Lima ","USD1,150",4 dormitorios,5 baños,165 m²,,S/.400,Apartamento,Alquiler,16 feb. 2023 - Publicado por Madeleine Beltran,https://www.properati.com.pe/detalle/14032-32-880f-cadbfdf6f736-8f5b0135-916d-41df
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ","USD2,000",3 dormitorios,3 baños,200 m²,2007,S/.645,Apartamento,Alquiler,9 set. 2022 - Publicado por Ceci Cayo & Asociados SAC,https://www.properati.com.pe/detalle/14032-32-40ce-565106f135ca-9825c73d-ad33-473a
Apartamento en alquiler en As. Las Viñas De San Antonio Etapa I,"As. Las Viñas De San Antonio Etapa I, Santiago de Surco, Lima, Lima ",USD725,3 dormitorios,3 baños,110 m²,2018,S/.273,Apartamento,Alquiler,6 feb. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-18be-257e599e4be5-22fae440-a3bc-439b
Habitación en alquiler en Urb el Carmen,"Urb el Carmen, Provincia de Lima, Provincia de Lima ",S/.600,1 dormitorio,1 baño,14 m²,2000,S/.1,Habitación,Alquiler,26 abr. 2022 - Publicado por NNK PERU SAC,https://www.properati.com.pe/detalle/14032-32-cc41-69592bbd68ed-f3f23783-b385-4bca
Apartamento en alquiler en Reducto,"Reducto, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ","USD2,500",5 dormitorios,5 baños,535 m²,1992,"S/.2,000",Apartamento,Alquiler,25 abr. 2022 - Publicado por Lien Hub Inmobiliario,https://www.properati.com.pe/detalle/14032-32-f00-b9b25b667c69-26d51ca9-b374-4994
Apartamento en alquiler en As. Los Heraldos,"As. Los Heraldos, Santiago de Surco, Lima, Lima ","S/.2,500",3 dormitorios,4 baños,180 m²,2007,S/.150,Apartamento,Alquiler,27 dic. 2022 - Publicado por Proyectum  Perú,https://www.properati.com.pe/detalle/14032-32-5906-f6c3269ce632-19492f70-8603-42e1
Apartamento en alquiler en Pj. El Carmen Alto,"Pj. El Carmen Alto, Comas, Lima, Lima ","S/.1,100",3 dormitorios,1 baño,65 m²,2022,S/.100,Apartamento,Alquiler,18 feb. 2023 - Publicado por SHAEYLINN ROJAS GOMERO,https://www.properati.com.pe/detalle/14032-32-fefc-71d74dbfd06e-56da298c-99b9-4ad3
Casa en alquiler en Cuzco,"Cuzco, Cuzco ","USD3,500",3 dormitorios,3 baños,220 m²,220 m²,,Casa,Alquiler,14 set. 2022 - Publicado por Full Options SAC,https://www.properati.com.pe/detalle/14032-32-32da-cda52bd998d6-4d155a0f-be80-39ed
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",USD750,2 dormitorios,2 baños,80 m²,2023,S/.460,Apartamento,Alquiler,14 feb. 2023 - Publicado por AC Gestión Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-9d9f-2fcd8da0514a-e1c9faff-b307-4900
Apartamento en alquiler en Ur. Miramar,"Ur. Miramar, San Miguel, Lima, Lima ",USD750,3 dormitorios,2 baños,83 m²,2019,S/.250,Apartamento,Alquiler,10 feb. 2023 - Publicado por Habitar,https://www.properati.com.pe/detalle/14032-32-d83-a73504cea72b-1f0e3a25-b307-40ca
Apartamento en alquiler en Ur. El Olivar,"Ur. El Olivar, Callao, Callao, Callao ","S/.1,000",2 dormitorios,1 baño,100 m²,1990,,Apartamento,Alquiler,7 feb. 2023 - Publicado por Remax Integrity,https://www.properati.com.pe/detalle/14032-32-3f1e-3174905120b1-f050477e-baaa-433a
Apartamento en alquiler en Ur. San Ignacio,"Ur. San Ignacio, Barranco, Lima, Lima ",USD750,1 dormitorio,1 baño,50 m²,2023,S/.200,Apartamento,Alquiler,6 feb. 2023 - Publicado por RE/MAX POWER EXPO,https://www.properati.com.pe/detalle/14032-32-1218-7c5e24d59500-6e796f32-99d5-4854
Apartamento en alquiler en Urb los Girasoles de Huampani,"Urb los Girasoles de Huampani, Provincia de Lima, Provincia de Lima ","S/.1,700",3 dormitorios,2 baños,90 m²,2021,,Apartamento,Alquiler,1 jun. 2022 - Publicado por Astupropiedad,https://www.properati.com.pe/detalle/14032-32-411c-bbe3883626fd-7e742256-8f3f-4f63
Apartamento en alquiler en Sullana,"Sullana, Sullana, Piura ","S/.1,300",1 dormitorio,1 baño,34 m²,,,Apartamento,Alquiler,8 feb. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-a439-f9ad1079a6a-ef70faa0-83ac-4b83
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",USD500,1 dormitorio,1 baño,47 m²,2022,S/.350,Apartamento,Alquiler,5 feb. 2023 - Publicado por AC Gestión Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-b834-7ba81460b0a6-68b1e781-bd64-4cab
Apartamento en alquiler en Uv Del Rimac,"Uv Del Rimac, Rimac, Lima, Lima ","S/.1,200",2 dormitorios,1 baño,55 m²,2021,S/.150,Apartamento,Alquiler,23 ene. 2023 - Publicado por Nexdor SAC,https://www.properati.com.pe/detalle/14032-32-2614-d2ab896c59dc-efc133b3-9220-474c
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",USD550,1 dormitorio,1 baño,48 m²,2022,S/.350,Apartamento,Alquiler,8 feb. 2023 - Publicado por AC Gestión Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-b956-ebb6494af1bd-191cc5c5-9dc7-40df
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,400",2 dormitorios,2 baños,115 m²,2017,S/.600,Apartamento,Alquiler,27 dic. 2022 - Publicado por Global Ceo Net Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-c334-145749678b62-1e08d7f9-bcd6-4d96
Casa en alquiler en Ur. Collique,"Ur. Collique, Comas, Lima, Lima ","USD1,000",8 dormitorios,3 baños,54 m²,1993,,Casa,Alquiler,16 feb. 2023 - Publicado por RE/MAX PRO,https://www.properati.com.pe/detalle/14032-32-84ab-df5a350c0f4c-d8047e00-ac58-4db3
Apartamento en alquiler en Coronel Portillo,"Coronel Portillo, Ucayali ","S/.1,300",2 dormitorios,2 baños,80 m²,80 m²,,Apartamento,Alquiler,29 ago. 2022 - Publicado por Area Corporativa SAC,https://www.properati.com.pe/detalle/14032-32-2385-7916d542922e-cf6bddd8-a03d-3429
Casa en alquiler en Los Manzanos,"Los Manzanos, Provincia de Lima, Provincia de Lima ","USD18,000",6 dormitorios,4 baños,"1,298 m²",2006,,Casa,Alquiler,10 mar. 2022 - Publicado por 2g Agentes Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-97de-b5155ed05b01-e8cedbf3-a4dd-31e8
Apartamento en alquiler en Urb Confraternidad,"Urb Confraternidad, Provincia de Lima, Provincia de Lima ","USD1,800",2 dormitorios,2 baños,165 m²,2005,S/.778,Apartamento,Alquiler,10 mar. 2022 - Publicado por 2g Agentes Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-3b71-97e0b0dbc454-c315f12b-8a46-34c7
Apartamento en alquiler en Surquillo,"Surquillo, Urb Jose Balta, Provincia de Lima, Provincia de Lima ","USD1,400",3 dormitorios,2 baños,140 m²,1999,S/.650,Apartamento,Alquiler,22 abr. 2022 - Publicado por 2g Agentes Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-4a4b-8fef0b8b8388-bbf93495-84ed-3835
Apartamento en alquiler en Lo. Huertos Del Naranjal,"Lo. Huertos Del Naranjal, San Martín de Porres, Lima, Lima ","S/.1,000",2 dormitorios,1 baño,65 m²,2023,,Apartamento,Alquiler,15 feb. 2023 - Publicado por RE/MAX Principal pe,https://www.properati.com.pe/detalle/14032-32-f0a3-85b5011b425a-a9d1172c-ae32-40ac
Apartamento en alquiler en Orrantia del Mar,"Orrantia del Mar, Urb Campo de Polo, Provincia de Lima, Provincia de Lima ","USD4,800",3 dormitorios,3 baños,410 m²,2012,"S/.1,300",Apartamento,Alquiler,13 jul. 2022 - Publicado por 2g Agentes Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-4556-720d9237a0ef-a3340962-ae52-3e86
Casa en alquiler en Sector 3,"Sector 3, Provincia de Lima, Provincia de Lima ","USD8,000",5 dormitorios,3 baños,890 m²,1961,,Casa,Alquiler,18 jul. 2022 - Publicado por 2g Agentes Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-dd23-b83b5b9d111f-4329d4ed-bcb9-3155
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ",USD800,1 dormitorio,1 baño,58 m²,2000,S/.450,Apartamento,Alquiler,2 feb. 2023 - Publicado por Bricks Consultores Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-5e27-11fd7c388e5d-127af30f-99c6-4cf5
Apartamento en alquiler en Aurora,"Aurora, Provincia de Lima, Provincia de Lima ","USD3,700",4 dormitorios,4 baños,330 m²,,,Apartamento,Alquiler,13 jun. 2022 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-a9b2-a0ad50c0b380-1022e841-9cd7-48e4
Apartamento en alquiler en Chacarilla-Santa Cruz,"Chacarilla-Santa Cruz, Provincia de Lima, Provincia de Lima ","USD1,000",2 dormitorios,1 baño,70 m²,,S/.320,Apartamento,Alquiler,26 ago. 2021 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-95da-16df08c7b791-2eab4145-bc3a-4a2a
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD990,2 dormitorios,2 baños,110 m²,2010,S/.500,Apartamento,Alquiler,15 feb. 2023 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-767c-a214d6e80fe4-1567cfe9-984f-4f9c
Apartamento en alquiler en San Juan Bautista,"San Juan Bautista, Maynas, Loreto ","S/.2,000",2 dormitorios,2 baños,84 m²,2020,,Apartamento,Alquiler,14 feb. 2023 - Publicado por REMAX SUNSET,https://www.properati.com.pe/detalle/14032-32-b6ca-a9ac6dc36a14-2c24c29e-9cae-4b05
Apartamento en alquiler en Surquillo,"Surquillo, Provincia de Lima, Provincia de Lima ","USD1,400",2 dormitorios,2 baños,1 Medio baño,2016,,Apartamento,Alquiler,29 ago. 2022 - Publicado por Ida Rubini Vargas,https://www.properati.com.pe/detalle/14032-32-4bfa-7013ba39edd7-dd6b6478-bb38-3cbb
Apartamento en alquiler en Orrantia del Mar,"Orrantia del Mar, Urb Campo de Polo, Provincia de Lima, Provincia de Lima ","USD5,000",4 dormitorios,4 baños,532 m²,2013,"S/.1,470",Apartamento,Alquiler,4 abr. 2022 - Publicado por 2g Agentes Inmobiliarios,https://www.properati.com.pe/detalle/14032-32-33d9-3f71c63b0549-4eb9a452-9e39-3521
Casa en alquiler en Ah. Por La Union,"Ah. Por La Union, Villa María del Triunfo, Lima, Lima ","S/.3,300",2 dormitorios,3 baños,278 m²,2015,,Casa,Alquiler,31 ene. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-fa4e-6572429bc4e0-f8d94993-b9c4-4fba
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ","USD1,100",3 dormitorios,2 baños,130 m²,2018,S/.450,Apartamento,Alquiler,15 feb. 2023 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-f0a7-f14e347a6b6a-efbff344-ad72-41a7
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ","USD1,200",2 dormitorios,3 baños,140 m²,2015,S/.550,Apartamento,Alquiler,2 feb. 2023 - Publicado por INMOBILIARIA IMMONEO,https://www.properati.com.pe/detalle/14032-32-e07d-2ab1bf407f8f-6ec5878c-a759-4517
